r,l,t
-80874.314197,500,2.74131
-105069.318586,500,3.875978
-83561.99027,500,5.237829
-67215.12992,500,6.508061
-48796.671402,500,7.722439
-52367.898924,500,9.032299
-47636.906408,500,10.316691
-30229.484821,500,11.563996
-1081.621067,500,12.788562
-109514.493347,500,14.040952
2726.34238,500,15.303155
-79121.943853,500,16.628371
-23895.356611,500,17.726051
-8009.360446,500,23.407517
-29806.551001,500,24.6559
-16742.27977,500,26.077691
-100493.665113,500,27.527589
-38101.180087,500,28.940103
-8735.720791,500,30.661384
-14975.987558,500,32.13325
-25987.419176,500,33.556405
5969.569743,500,35.00476
-41484.293535,500,36.645173
-4385.812363,500,38.04083
-19550.478494,500,39.330651
-46803.878508,500,40.575783
-25831.099375,500,41.888035
-8111.166196,500,43.194546
-19525.359241,500,44.544121
-20635.948457,500,45.979691
-67706.236397,500,47.350523
-36867.696797,500,48.69584
-57039.804811,500,50.066945
-36867.294191,500,51.471423
-22399.179489,500,52.888597
-23985.613168,500,54.313412
-73150.191427,500,55.733672
-11185.867802,500,56.973821
-904.613945,500,58.199998
-20983.471567,500,59.447021
-10261.915185,500,60.656965
-529.004306,500,61.926844
-19798.773821,500,63.178287
-45793.178751,500,64.420763
-87285.019795,500,65.644007
-56451.151338,500,66.858778
-11787.014108,500,68.123627
-5654.692081,500,69.438081
-36961.396084,500,70.700878
-41606.976356,500,71.978301
-13186.710809,500,73.24419
-6995.190689,500,74.514755
-41105.565441,500,75.766072
-29526.775056,500,77.015102
-13188.698677,500,78.271807
-30363.265267,500,79.586703
-13550.421612,500,81.012055
-76038.151584,500,82.383831
-17758.784231,500,83.68097
-11907.059278,500,85.03121
-26709.679506,500,86.424883
-43244.51241,500,87.84397
-17862.670769,500,89.24889
-58288.501847,500,90.652267
-1715.696184,500,92.069051
-73793.490431,500,93.477318
-72635.552071,500,94.875069
-49536.561357,500,96.255768
-65781.859078,500,97.592455
-3636.732806,500,98.986687
-27013.9357,500,100.348994
-2937.180685,500,101.72905
-8225.295896,500,103.133875
-57047.366153,500,104.467522
-4167.500424,500,105.845122
-8376.272646,500,107.278677
-52951.17781,500,108.681855
-771.247785,500,110.118207
919.726985,500,111.578119
-6423.413587,500,112.96588
-1303.381035,500,114.386607
-46383.074876,500,115.781937
-54418.143756,500,117.217685
-2861.620926,500,118.636665
-749.709048,500,120.070458
-4216.400955,500,121.465267
-28279.274047,500,122.876839
-6021.645545,500,124.284213
2273.135234,500,125.709423
13823.415362,500,127.098604
-49866.973825,500,128.445684
-4689.026523,500,129.768223
-75014.996431,500,131.111608
-103582.040063,500,132.420937
-25722.810573,500,133.844985
-6812.076505,500,135.225725
-10982.002792,500,136.606833
-12917.738501,500,137.980095
9047.298985,500,139.357683
-23621.563658,500,140.730378
