r,l,t
6490.021598,30,118.614845
6318.536066,30,118.698994
458.435815,30,118.782257
7224.797491,30,118.86527
2630.829873,30,118.962639
5876.118385,30,119.050018
6135.846795,30,119.135363
-114.353748,30,119.220263
545.16841,30,119.302389
5501.234499,30,119.394709
6592.872333,30,119.481091
-3418.43628,30,119.559647
3861.218241,30,119.640481
-2135.941481,30,119.715736
-11900.012688,30,119.789581
-10011.765852,30,119.85917
3297.702741,30,119.943669
5427.666349,30,120.024983
4099.225657,30,120.096585
2694.222572,30,120.17816
7253.171012,30,120.260688
3805.693141,30,120.336383
2645.332069,30,120.41862
5637.34041,30,120.491846
2412.504372,30,120.572932
5128.898729,30,120.653156
5040.859432,30,120.741622
-3426.739317,30,120.820927
6689.794254,30,120.91238
4016.133072,30,120.981308
7029.172499,30,121.060839
-10404.961639,30,121.138815
6292.437307,30,121.21784
7032.559449,30,121.307801
-10328.157267,30,121.393797
3614.469615,30,121.470831
2674.598278,30,121.551355
4460.234632,30,121.628892
-2560.821075,30,121.711577
-1241.093592,30,121.787962
-393.042178,30,121.877747
2704.293603,30,121.968971
4306.184484,30,122.05126
3367.43623,30,122.131321
6475.888882,30,122.213113
-4389.261692,30,122.296027
7264.57254,30,122.387632
5901.323521,30,122.474583
4503.978221,30,122.557502
4619.332278,30,122.628088
6204.389079,30,122.710933
4528.628926,30,122.790504
1203.984007,30,122.881867
3206.177064,30,122.970904
7976.097558,30,123.059
-59.290087,30,123.132042
127.135274,30,123.208098
-918.567644,30,123.280879
-4623.096109,30,123.383326
3556.428777,30,123.474202
3995.366711,30,123.56072
6403.324742,30,123.640801
4574.230188,30,123.72383
3112.552919,30,123.805097
6048.758274,30,123.883792
-7606.653424,30,123.969516
7566.5594,30,124.050052
4401.135786,30,124.12668
3240.937792,30,124.213207
1923.818069,30,124.289195
2362.208659,30,124.380897
6570.10367,30,124.460699
6551.288427,30,124.544644
4512.88935,30,124.624635
5402.019358,30,124.71475
4327.399517,30,124.797308
5614.666026,30,124.881526
1450.889605,30,124.971576
6121.486892,30,125.059591
7930.841659,30,125.145035
-4366.405723,30,125.230005
5980.905898,30,125.314465
6595.034717,30,125.418346
6385.865132,30,125.507538
5122.734896,30,125.600929
7632.442996,30,125.68716
5150.276145,30,125.77099
7243.975101,30,125.859694
7442.981923,30,125.949831
1206.725137,30,126.028844
-4790.042104,30,126.110338
4660.740187,30,126.192793
7494.2262,30,126.279651
3081.690398,30,126.359521
4703.013403,30,126.437377
7868.381103,30,126.515949
-4418.064616,30,126.599834
3834.920339,30,126.678251
233.052665,30,126.758635
7159.90413,30,126.835301
