episode,policy_loss,entropy
0,,
1,,
2,,
3,,
4,,
5,4850.5595703125,
6,4850.5595703125,
7,4850.5595703125,
8,4850.5595703125,
9,4850.5595703125,
10,-93.29288482666016,
11,-93.29288482666016,
12,-93.29288482666016,
13,-93.29288482666016,
14,-93.29288482666016,
15,753.8634643554688,
16,753.8634643554688,
17,753.8634643554688,
18,753.8634643554688,
19,753.8634643554688,
20,150.07894897460938,
21,150.07894897460938,
22,150.07894897460938,
23,150.07894897460938,
24,150.07894897460938,
25,936.5428466796875,
26,936.5428466796875,
27,936.5428466796875,
28,936.5428466796875,
29,936.5428466796875,
30,646.9255981445312,
31,646.9255981445312,
32,646.9255981445312,
33,646.9255981445312,
34,646.9255981445312,
35,5000.28662109375,
36,5000.28662109375,
37,5000.28662109375,
38,5000.28662109375,
39,5000.28662109375,
40,3020.141357421875,
41,3020.141357421875,
42,3020.141357421875,
43,3020.141357421875,
44,3020.141357421875,
45,4579.9814453125,
46,4579.9814453125,
47,4579.9814453125,
48,4579.9814453125,
49,4579.9814453125,
50,-50.45728302001953,
51,-50.45728302001953,
52,-50.45728302001953,
53,-50.45728302001953,
54,-50.45728302001953,
55,288.8642272949219,
56,288.8642272949219,
57,288.8642272949219,
58,288.8642272949219,
59,288.8642272949219,
60,1163.5174560546875,
61,1163.5174560546875,
62,1163.5174560546875,
63,1163.5174560546875,
64,1163.5174560546875,
65,246.68701171875,
66,246.68701171875,
67,246.68701171875,
68,246.68701171875,
69,246.68701171875,
70,1599.1995849609375,
71,1599.1995849609375,
72,1599.1995849609375,
73,1599.1995849609375,
74,1599.1995849609375,
75,558.0538330078125,
76,558.0538330078125,
77,558.0538330078125,
78,558.0538330078125,
79,558.0538330078125,
80,324.7778015136719,
81,324.7778015136719,
82,324.7778015136719,
83,324.7778015136719,
84,324.7778015136719,
85,2950.30224609375,
86,2950.30224609375,
87,2950.30224609375,
88,2950.30224609375,
89,2950.30224609375,
90,4169.8623046875,
91,4169.8623046875,
92,4169.8623046875,
93,4169.8623046875,
94,4169.8623046875,
95,1568.109619140625,
96,1568.109619140625,
97,1568.109619140625,
98,1568.109619140625,
99,1568.109619140625,
100,418.5713806152344,
101,418.5713806152344,
102,418.5713806152344,
103,418.5713806152344,
104,418.5713806152344,
105,1252.6627197265625,
106,1252.6627197265625,
107,1252.6627197265625,
108,1252.6627197265625,
109,1252.6627197265625,
110,2696.472412109375,
111,2696.472412109375,
112,2696.472412109375,
113,2696.472412109375,
114,2696.472412109375,
115,110.75689697265625,
116,110.75689697265625,
117,110.75689697265625,
118,110.75689697265625,
119,110.75689697265625,
120,836.7536010742188,
121,836.7536010742188,
122,836.7536010742188,
123,836.7536010742188,
124,836.7536010742188,
125,5678.9482421875,
126,5678.9482421875,
127,5678.9482421875,
128,5678.9482421875,
129,5678.9482421875,
130,-86.29029083251953,
