r,l,t
-82830.798348,500,2856.615272
-99721.554289,500,2857.668932
-99115.89235,500,2859.548988
-87524.625849,500,2860.685615
-83474.889373,500,2862.572146
-83939.270942,500,2863.697138
-82912.771515,500,2865.506353
-80993.629534,500,2866.680155
-72929.685598,500,2868.391158
-71350.499114,500,2869.457293
-68412.285281,500,2871.202652
-60574.113689,500,2872.274872
-73364.534361,500,2874.054622
-59157.21377,500,2875.110822
-57044.513981,500,2876.87516
-59267.499054,500,2877.911628
-63124.324883,500,2879.766185
-51486.523542,500,2880.850897
-49054.652274,500,2882.678935
-53901.373113,500,2883.739689
-46866.653408,500,2885.505569
-56867.199007,500,2886.569282
-41505.181581,500,2888.411508
-42522.241255,500,2889.552293
-47927.252747,500,2891.309867
-32306.788306,500,2892.390482
-27652.60811,500,2894.224774
-42879.215947,500,2895.353192
-32533.120081,500,2897.141928
-26302.107606,500,2898.227661
-25797.251609,500,2900.073621
-21410.8227,500,2901.170352
-30130.325226,500,2902.951121
-16800.861842,500,2904.144053
-23440.417029,500,2905.942358
-19344.073706,500,2907.037466
-17608.934322,500,2908.854958
-23097.045094,500,2909.938911
-22116.970943,500,2911.644708
-20964.177118,500,2912.689355
-18046.022508,500,2914.437793
-18383.574243,500,2915.451621
-17619.267367,500,2916.492915
-13904.449214,500,2918.287163
-19003.062936,500,2919.329987
-11200.166246,500,2921.04285
-14740.156771,500,2922.045265
-7366.415234,500,2923.767665
-16731.620462,500,2924.773939
-16147.642286,500,2926.487919
-7625.752913,500,2927.504737
-15610.031042,500,2929.224725
-13655.980733,500,2930.233764
-23264.449608,500,2931.986848
-16469.831559,500,2933.057076
-18845.439065,500,2934.782023
-17915.996951,500,2935.80329
-19756.10586,500,2937.543424
-19028.825702,500,2938.594746
-14232.835553,500,2940.460253
-28684.26156,500,2941.461933
-21462.772224,500,2943.245747
-13572.024466,500,2944.268386
-8084.37288,500,2946.065725
-9968.891508,500,2947.119493
-8697.863468,500,2948.892652
-1620.555617,500,2949.954776
-3228.849693,500,2951.779803
-4177.896254,500,2952.863701
551.778585,500,2954.590179
-2526.767822,500,2955.693154
-365.394469,500,2957.440626
126.805193,500,2958.477689
4515.775204,500,2960.285066
5850.200732,500,2961.338354
7641.427052,500,2963.128988
4767.328587,500,2964.179203
2098.45222,500,2966.021479
-51.602884,500,2967.115141
4773.376018,500,2969.017161
9495.240975,500,2970.206727
11508.611138,500,2971.983056
9532.666755,500,2973.070027
12143.568659,500,2974.878044
5412.162775,500,2975.95826
6559.047409,500,2977.243145
11853.996482,500,2979.13189
11131.986165,500,2980.231035
9323.582263,500,2981.981368
6401.791061,500,2983.028963
10459.102418,500,2984.889543
12101.703982,500,2986.03528
6346.941829,500,2987.778177
5557.100843,500,2988.801965
11541.271477,500,2990.616161
6956.471103,500,2991.645245
2214.908172,500,2993.426934
5682.053154,500,2994.493387
4082.380252,500,2996.29981
10448.6167,500,2997.353215
