episode,q_loss
227,6915.3603515625
228,7909.78564453125
229,7909.78564453125
230,7909.78564453125
231,7909.78564453125
232,9806.2158203125
233,9806.2158203125
234,9806.2158203125
235,9806.2158203125
236,9809.001953125
237,9809.001953125
238,9809.001953125
239,9809.001953125
240,10385.3642578125
241,10385.3642578125
242,10385.3642578125
243,10385.3642578125
244,9859.23828125
245,9859.23828125
246,9859.23828125
247,9859.23828125
248,6767.787109375
249,6767.787109375
250,6767.787109375
251,6767.787109375
252,7926.37060546875
253,7926.37060546875
254,7926.37060546875
255,7926.37060546875
256,8801.376953125
257,8801.376953125
258,8801.376953125
259,8801.376953125
260,7933.1474609375
261,7933.1474609375
262,7933.1474609375
263,7933.1474609375
264,5864.5673828125
265,5864.5673828125
266,5864.5673828125
267,5864.5673828125
268,6680.42431640625
269,6680.42431640625
270,6680.42431640625
271,6680.42431640625
272,5958.27734375
273,5958.27734375
274,5958.27734375
275,5958.27734375
276,7082.81787109375
277,7082.81787109375
278,7082.81787109375
279,7082.81787109375
280,7789.38232421875
281,7789.38232421875
282,7789.38232421875
283,7789.38232421875
284,7869.73388671875
285,7869.73388671875
286,7869.73388671875
287,7869.73388671875
288,7456.576171875
289,7456.576171875
290,7456.576171875
291,7456.576171875
292,6812.3662109375
293,6812.3662109375
294,6812.3662109375
295,6812.3662109375
296,7043.95703125
297,7043.95703125
298,7043.95703125
299,7043.95703125
300,5212.15625
301,5212.15625
302,5212.15625
303,5212.15625
304,6867.06591796875
305,6867.06591796875
306,6867.06591796875
307,6867.06591796875
308,5261.2451171875
309,5261.2451171875
310,5261.2451171875
311,5261.2451171875
312,4621.1318359375
313,4621.1318359375
314,4621.1318359375
315,4621.1318359375
316,4116.56201171875
317,4116.56201171875
318,4116.56201171875
319,4116.56201171875
320,5748.330078125
321,5748.330078125
322,5748.330078125
323,5748.330078125
324,3941.572265625
325,3941.572265625
326,3941.572265625
327,3941.572265625
328,5641.65234375
329,5641.65234375
330,5641.65234375
331,5641.65234375
332,5156.89111328125
333,5156.89111328125
334,5156.89111328125
335,5156.89111328125
336,3634.8798828125
337,3634.8798828125
338,3634.8798828125
339,3634.8798828125
340,3645.413330078125
341,3645.413330078125
342,3645.413330078125
343,3645.413330078125
344,5643.65966796875
345,5643.65966796875
346,5643.65966796875
347,5643.65966796875
348,2406.635498046875
349,2406.635498046875
350,2406.635498046875
351,2406.635498046875
352,3901.322265625
353,3901.322265625
354,3901.322265625
355,3901.322265625
356,3818.000244140625
357,3818.000244140625
358,3818.000244140625
359,3818.000244140625
360,3226.02783203125
361,3226.02783203125
362,3226.02783203125
363,3226.02783203125
364,4544.46826171875
365,4544.46826171875
366,4544.46826171875
367,4544.46826171875
368,5048.5791015625
369,5048.5791015625
370,5048.5791015625
371,5048.5791015625
372,3253.330078125
373,3253.330078125
374,3253.330078125
375,3253.330078125
376,3209.057373046875
377,3209.057373046875
378,3209.057373046875
379,3209.057373046875
380,3729.40625
381,3729.40625
382,3729.40625
383,3729.40625
384,2965.277099609375
385,2965.277099609375
386,2965.277099609375
387,2965.277099609375
388,2991.03271484375
389,2991.03271484375
390,2991.03271484375
391,2991.03271484375
392,1779.462890625
393,1779.462890625
394,1779.462890625
395,1779.462890625
396,3310.48583984375
397,3310.48583984375
398,3310.48583984375
399,3310.48583984375
400,3253.94384765625
401,3253.94384765625
402,3253.94384765625
403,3253.94384765625
404,2686.2294921875
405,2686.2294921875
406,2686.2294921875
407,2686.2294921875
408,1792.898681640625
409,1792.898681640625
410,1792.898681640625
411,1792.898681640625
412,1958.42333984375
413,1958.42333984375
414,1958.42333984375
415,1958.42333984375
416,2800.4443359375
417,2800.4443359375
418,2800.4443359375
419,2800.4443359375
420,1440.470703125
421,1440.470703125
422,1440.470703125
423,1440.470703125
424,1483.28564453125
425,1483.28564453125
426,1483.28564453125
427,1483.28564453125
428,1740.28125
429,1740.28125
430,1740.28125
431,1740.28125
432,863.60009765625
433,863.60009765625
434,863.60009765625
435,863.60009765625
436,1684.3212890625
437,1684.3212890625
438,1684.3212890625
439,1684.3212890625
440,1826.705078125
441,1826.705078125
442,1826.705078125
443,1826.705078125
444,2851.845703125
445,2851.845703125
446,2851.845703125
447,2851.845703125
448,1838.6317138671875
449,1838.6317138671875
450,1838.6317138671875
451,1838.6317138671875
452,1512.061279296875
453,1512.061279296875
454,1512.061279296875
455,1512.061279296875
456,1416.8485107421875
457,1416.8485107421875
458,1416.8485107421875
459,1416.8485107421875
460,2598.38720703125
461,2598.38720703125
462,2598.38720703125
463,2598.38720703125
464,1283.7080078125
465,1283.7080078125
466,1283.7080078125
467,1283.7080078125
468,888.8541870117188
469,888.8541870117188
470,888.8541870117188
471,888.8541870117188
472,981.8184814453125
473,981.8184814453125
474,981.8184814453125
475,981.8184814453125
476,1047.968994140625
477,1047.968994140625
478,1047.968994140625
479,1047.968994140625
480,1457.383056640625
481,1457.383056640625
482,1457.383056640625
483,1457.383056640625
484,1884.131591796875
485,1884.131591796875
486,1884.131591796875
487,1884.131591796875
488,939.7950439453125
489,939.7950439453125
490,939.7950439453125
491,939.7950439453125
492,1707.91552734375
493,1707.91552734375
494,1707.91552734375
495,1707.91552734375
496,1281.3905029296875
497,1281.3905029296875
498,1281.3905029296875
499,1281.3905029296875
500,1032.0875244140625
501,1032.0875244140625
502,1032.0875244140625
503,1032.0875244140625
504,990.4591674804688
505,990.4591674804688
506,990.4591674804688
507,990.4591674804688
508,853.4029541015625
509,853.4029541015625
510,853.4029541015625
511,853.4029541015625
512,1073.948974609375
513,1073.948974609375
514,1073.948974609375
515,1073.948974609375
516,938.087890625
517,938.087890625
518,938.087890625
519,938.087890625
520,980.300048828125
521,980.300048828125
522,980.300048828125
523,980.300048828125
524,1653.58251953125
525,1653.58251953125
526,1653.58251953125
527,1653.58251953125
528,871.602294921875
529,871.602294921875
530,871.602294921875
531,871.602294921875
532,1480.3765869140625
533,1480.3765869140625
534,1480.3765869140625
535,1480.3765869140625
536,871.5057373046875
537,871.5057373046875
538,871.5057373046875
539,871.5057373046875
540,1330.9678955078125
541,1330.9678955078125
542,1330.9678955078125
543,1330.9678955078125
544,1098.8533935546875
545,1098.8533935546875
546,1098.8533935546875
547,1098.8533935546875
548,1541.147705078125
549,1541.147705078125
550,1541.147705078125
551,1541.147705078125
552,1456.1993408203125
553,1456.1993408203125
554,1456.1993408203125
555,1456.1993408203125
556,892.1285400390625
557,892.1285400390625
558,892.1285400390625
559,892.1285400390625
560,968.0625
561,968.0625
562,968.0625
563,968.0625
564,1180.660888671875
565,1180.660888671875
566,1180.660888671875
567,1180.660888671875
568,1020.8734130859375
569,1020.8734130859375
570,1020.8734130859375
571,1020.8734130859375
572,1069.8140869140625
573,1069.8140869140625
574,1069.8140869140625
575,1069.8140869140625
576,1107.364501953125
577,1107.364501953125
578,1107.364501953125
579,1107.364501953125
580,1087.4278564453125
581,1087.4278564453125
582,1087.4278564453125
583,1087.4278564453125
584,1083.05322265625
585,1083.05322265625
586,1083.05322265625
587,1083.05322265625
588,728.1792602539062
589,728.1792602539062
590,728.1792602539062
591,728.1792602539062
592,857.2034912109375
593,857.2034912109375
594,857.2034912109375
595,857.2034912109375
596,1029.882080078125
597,1029.882080078125
598,1029.882080078125
599,1029.882080078125
600,1333.836181640625
601,1333.836181640625
602,1333.836181640625
603,1333.836181640625
604,1275.58203125
605,1275.58203125
606,1275.58203125
607,1275.58203125
608,903.367431640625
609,903.367431640625
610,903.367431640625
611,903.367431640625
612,1170.0831298828125
613,1170.0831298828125
614,1170.0831298828125
615,1170.0831298828125
616,1040.247314453125
617,1040.247314453125
618,1040.247314453125
619,1040.247314453125
620,1078.398193359375
621,1078.398193359375
622,1078.398193359375
623,1078.398193359375
624,1118.761962890625
625,1118.761962890625
626,1118.761962890625
627,1118.761962890625
628,894.7628784179688
629,894.7628784179688
630,894.7628784179688
631,894.7628784179688
632,1146.1788330078125
633,1146.1788330078125
634,1146.1788330078125
635,1146.1788330078125
636,819.5545654296875
637,819.5545654296875
638,819.5545654296875
639,819.5545654296875
640,800.379150390625
641,800.379150390625
642,800.379150390625
643,800.379150390625
644,910.7994995117188
645,910.7994995117188
646,910.7994995117188
647,910.7994995117188
648,1104.9932861328125
649,1104.9932861328125
650,1104.9932861328125
651,1104.9932861328125
652,692.3506469726562
653,692.3506469726562
654,692.3506469726562
655,692.3506469726562
656,756.41845703125
657,756.41845703125
658,756.41845703125
659,756.41845703125
660,1141.6656494140625
661,1141.6656494140625
662,1141.6656494140625
663,1141.6656494140625
664,980.7033081054688
665,980.7033081054688
666,980.7033081054688
667,980.7033081054688
668,1047.919921875
669,1047.919921875
670,1047.919921875
671,1047.919921875
672,774.520263671875
673,774.520263671875
674,774.520263671875
675,774.520263671875
676,812.468994140625
677,812.468994140625
678,812.468994140625
679,812.468994140625
680,1065.342041015625
681,1065.342041015625
682,1065.342041015625
683,1065.342041015625
684,873.25732421875
685,873.25732421875
686,873.25732421875
687,873.25732421875
688,1095.8905029296875
689,1095.8905029296875
690,1095.8905029296875
691,1095.8905029296875
692,1139.4154052734375
693,1139.4154052734375
694,1139.4154052734375
695,1139.4154052734375
696,675.2054443359375
697,675.2054443359375
698,675.2054443359375
699,675.2054443359375
700,798.1680908203125
701,798.1680908203125
702,798.1680908203125
703,798.1680908203125
704,817.1878662109375
705,817.1878662109375
706,817.1878662109375
707,817.1878662109375
708,674.838134765625
709,674.838134765625
710,674.838134765625
711,674.838134765625
712,702.2353515625
713,702.2353515625
714,702.2353515625
715,702.2353515625
716,656.4514770507812
717,656.4514770507812
718,656.4514770507812
719,656.4514770507812
720,737.1189575195312
721,737.1189575195312
722,737.1189575195312
723,737.1189575195312
724,1016.1695556640625
725,1016.1695556640625
726,1016.1695556640625
727,1016.1695556640625
728,772.4183349609375
729,772.4183349609375
730,772.4183349609375
731,772.4183349609375
732,613.1494140625
733,613.1494140625
734,613.1494140625
735,613.1494140625
736,752.1923217773438
737,752.1923217773438
738,752.1923217773438
739,752.1923217773438
740,832.6392822265625
741,832.6392822265625
742,832.6392822265625
743,832.6392822265625
744,722.970703125
745,722.970703125
746,722.970703125
747,722.970703125
748,777.861328125
749,777.861328125
750,777.861328125
751,777.861328125
752,651.2083740234375
753,651.2083740234375
754,651.2083740234375
755,651.2083740234375
756,820.7855224609375
757,820.7855224609375
758,820.7855224609375
759,820.7855224609375
760,839.107421875
761,839.107421875
762,839.107421875
763,839.107421875
764,1362.156982421875
765,1362.156982421875
766,1362.156982421875
767,1362.156982421875
768,1199.5023193359375
769,1199.5023193359375
770,1199.5023193359375
771,1199.5023193359375
772,719.4253540039062
773,719.4253540039062
774,719.4253540039062
775,719.4253540039062
776,805.338134765625
777,805.338134765625
778,805.338134765625
779,805.338134765625
780,736.30517578125
781,736.30517578125
782,736.30517578125
783,736.30517578125
784,732.3848876953125
785,732.3848876953125
786,732.3848876953125
787,732.3848876953125
788,650.245361328125
789,650.245361328125
790,650.245361328125
791,650.245361328125
792,607.6929931640625
793,607.6929931640625
794,607.6929931640625
795,607.6929931640625
796,524.1546630859375
797,524.1546630859375
798,524.1546630859375
799,524.1546630859375
800,809.5933837890625
801,809.5933837890625
802,809.5933837890625
803,809.5933837890625
804,1097.0203857421875
805,1097.0203857421875
806,1097.0203857421875
807,1097.0203857421875
808,960.62060546875
809,960.62060546875
810,960.62060546875
811,960.62060546875
812,1043.65673828125
813,1043.65673828125
814,1043.65673828125
815,1043.65673828125
816,816.31640625
817,816.31640625
818,816.31640625
819,816.31640625
820,788.5811157226562
821,788.5811157226562
822,788.5811157226562
823,788.5811157226562
824,755.3704223632812
825,755.3704223632812
826,755.3704223632812
827,755.3704223632812
828,973.815673828125
829,973.815673828125
830,973.815673828125
831,973.815673828125
832,712.0487060546875
833,712.0487060546875
834,712.0487060546875
835,712.0487060546875
836,827.724365234375
837,827.724365234375
838,827.724365234375
839,827.724365234375
840,716.734130859375
841,716.734130859375
842,716.734130859375
843,716.734130859375
844,883.099365234375
845,883.099365234375
846,883.099365234375
847,883.099365234375
848,908.5068969726562
849,908.5068969726562
850,908.5068969726562
851,908.5068969726562
852,864.7013549804688
853,864.7013549804688
854,864.7013549804688
855,864.7013549804688
856,854.3117065429688
857,854.3117065429688
858,854.3117065429688
859,854.3117065429688
860,799.7991943359375
861,799.7991943359375
862,799.7991943359375
863,799.7991943359375
864,916.16748046875
865,916.16748046875
866,916.16748046875
867,916.16748046875
868,739.78955078125
869,739.78955078125
870,739.78955078125
871,739.78955078125
872,746.718994140625
873,746.718994140625
874,746.718994140625
875,746.718994140625
876,746.428466796875
877,746.428466796875
878,746.428466796875
879,746.428466796875
880,584.6975708007812
881,584.6975708007812
882,584.6975708007812
883,584.6975708007812
884,1102.597412109375
885,1102.597412109375
886,1102.597412109375
887,1102.597412109375
888,828.6790771484375
889,828.6790771484375
890,828.6790771484375
891,828.6790771484375
892,748.7135009765625
893,748.7135009765625
894,748.7135009765625
895,748.7135009765625
896,975.5458984375
897,975.5458984375
898,975.5458984375
899,975.5458984375
900,888.683349609375
901,888.683349609375
902,888.683349609375
903,888.683349609375
904,752.6707763671875
905,752.6707763671875
906,752.6707763671875
907,752.6707763671875
908,566.2442016601562
909,566.2442016601562
910,566.2442016601562
911,566.2442016601562
912,590.9371337890625
913,590.9371337890625
914,590.9371337890625
915,590.9371337890625
916,543.4111938476562
917,543.4111938476562
918,543.4111938476562
919,543.4111938476562
920,884.00341796875
921,884.00341796875
922,884.00341796875
923,884.00341796875
924,864.4710693359375
925,864.4710693359375
926,864.4710693359375
927,864.4710693359375
928,728.2307739257812
929,728.2307739257812
930,728.2307739257812
931,728.2307739257812
932,641.784912109375
933,641.784912109375
934,641.784912109375
935,641.784912109375
936,580.486328125
937,580.486328125
938,580.486328125
939,580.486328125
940,757.187255859375
941,757.187255859375
942,757.187255859375
943,757.187255859375
944,698.9320068359375
945,698.9320068359375
946,698.9320068359375
947,698.9320068359375
948,859.1514892578125
949,859.1514892578125
950,859.1514892578125
951,859.1514892578125
952,848.4243774414062
953,848.4243774414062
954,848.4243774414062
955,848.4243774414062
956,1010.6112670898438
957,1010.6112670898438
958,1010.6112670898438
959,1010.6112670898438
960,835.8828125
961,835.8828125
962,835.8828125
963,835.8828125
964,1526.0556640625
965,1526.0556640625
966,1526.0556640625
967,1526.0556640625
968,841.0709228515625
969,841.0709228515625
970,841.0709228515625
971,841.0709228515625
972,1064.7139892578125
973,1064.7139892578125
974,1064.7139892578125
975,1064.7139892578125
976,868.4732666015625
977,868.4732666015625
978,868.4732666015625
979,868.4732666015625
980,795.3287353515625
981,795.3287353515625
982,795.3287353515625
983,795.3287353515625
984,888.9249267578125
985,888.9249267578125
986,888.9249267578125
987,888.9249267578125
988,775.593994140625
989,775.593994140625
990,775.593994140625
991,775.593994140625
992,644.6268310546875
993,644.6268310546875
994,644.6268310546875
995,644.6268310546875
996,723.49365234375
997,723.49365234375
998,723.49365234375
999,723.49365234375
1000,1223.496337890625
1001,1223.496337890625
1002,1223.496337890625
1003,1223.496337890625
1004,995.919189453125
1005,995.919189453125
1006,995.919189453125
1007,995.919189453125
1008,827.8929443359375
1009,827.8929443359375
1010,827.8929443359375
1011,827.8929443359375
1012,866.2314453125
1013,866.2314453125
1014,866.2314453125
1015,866.2314453125
1016,981.39501953125
1017,981.39501953125
1018,981.39501953125
1019,981.39501953125
1020,863.7327270507812
1021,863.7327270507812
1022,863.7327270507812
1023,863.7327270507812
1024,724.0792236328125
1025,724.0792236328125
1026,724.0792236328125
1027,724.0792236328125
1028,654.8192749023438
1029,654.8192749023438
1030,654.8192749023438
1031,654.8192749023438
1032,779.458984375
1033,779.458984375
1034,779.458984375
1035,779.458984375
1036,790.4532470703125
1037,790.4532470703125
1038,790.4532470703125
1039,790.4532470703125
1040,752.8985595703125
1041,752.8985595703125
1042,752.8985595703125
1043,752.8985595703125
1044,862.650146484375
1045,862.650146484375
1046,862.650146484375
1047,862.650146484375
1048,861.3386840820312
1049,861.3386840820312
1050,861.3386840820312
1051,861.3386840820312
1052,784.295166015625
1053,784.295166015625
1054,784.295166015625
1055,784.295166015625
1056,901.050048828125
1057,901.050048828125
1058,901.050048828125
1059,901.050048828125
1060,795.8950805664062
1061,795.8950805664062
1062,795.8950805664062
1063,795.8950805664062
1064,816.1612548828125
1065,816.1612548828125
1066,816.1612548828125
1067,816.1612548828125
1068,663.4840087890625
1069,663.4840087890625
1070,663.4840087890625
1071,663.4840087890625
1072,810.822998046875
1073,810.822998046875
1074,810.822998046875
1075,810.822998046875
1076,1140.43505859375
1077,1140.43505859375
1078,1140.43505859375
1079,1140.43505859375
1080,615.8695068359375
1081,615.8695068359375
1082,615.8695068359375
1083,615.8695068359375
1084,578.8422241210938
1085,578.8422241210938
1086,578.8422241210938
1087,578.8422241210938
1088,723.827392578125
1089,723.827392578125
1090,723.827392578125
1091,723.827392578125
1092,871.533935546875
1093,871.533935546875
1094,871.533935546875
1095,871.533935546875
1096,694.856201171875
1097,694.856201171875
1098,694.856201171875
1099,694.856201171875
1100,660.5131225585938
1101,660.5131225585938
1102,660.5131225585938
1103,660.5131225585938
1104,687.89794921875
1105,687.89794921875
1106,687.89794921875
1107,687.89794921875
1108,904.3265380859375
1109,904.3265380859375
1110,904.3265380859375
1111,904.3265380859375
1112,847.4229736328125
1113,847.4229736328125
1114,847.4229736328125
1115,847.4229736328125
1116,840.65673828125
1117,840.65673828125
1118,840.65673828125
1119,840.65673828125
1120,1106.450439453125
1121,1106.450439453125
1122,1106.450439453125
1123,1106.450439453125
1124,819.01123046875
1125,819.01123046875
1126,819.01123046875
1127,819.01123046875
1128,760.4217529296875
1129,760.4217529296875
1130,760.4217529296875
1131,760.4217529296875
1132,680.9302978515625
1133,680.9302978515625
1134,680.9302978515625
1135,680.9302978515625
1136,600.6693115234375
1137,600.6693115234375
1138,600.6693115234375
1139,600.6693115234375
1140,745.7350463867188
1141,745.7350463867188
1142,745.7350463867188
1143,745.7350463867188
1144,714.5064086914062
1145,714.5064086914062
1146,714.5064086914062
1147,714.5064086914062
1148,832.68798828125
1149,832.68798828125
1150,832.68798828125
1151,832.68798828125
1152,775.6484985351562
1153,775.6484985351562
1154,775.6484985351562
1155,775.6484985351562
1156,716.9365234375
1157,716.9365234375
1158,716.9365234375
1159,716.9365234375
1160,753.1925659179688
1161,753.1925659179688
1162,753.1925659179688
1163,753.1925659179688
1164,727.8094482421875
1165,727.8094482421875
1166,727.8094482421875
1167,727.8094482421875
1168,796.4053955078125
1169,796.4053955078125
1170,796.4053955078125
1171,796.4053955078125
1172,1124.3697509765625
1173,1124.3697509765625
1174,1124.3697509765625
1175,1124.3697509765625
1176,567.6396484375
1177,567.6396484375
1178,567.6396484375
1179,567.6396484375
1180,779.5558471679688
1181,779.5558471679688
1182,779.5558471679688
1183,779.5558471679688
1184,676.7212524414062
1185,676.7212524414062
1186,676.7212524414062
1187,676.7212524414062
1188,1377.7684326171875
1189,1377.7684326171875
1190,1377.7684326171875
1191,1377.7684326171875
1192,679.07373046875
1193,679.07373046875
1194,679.07373046875
1195,679.07373046875
1196,735.49072265625
1197,735.49072265625
1198,735.49072265625
1199,735.49072265625
1200,659.2062377929688
1201,659.2062377929688
1202,659.2062377929688
1203,659.2062377929688
1204,743.5279541015625
1205,743.5279541015625
1206,743.5279541015625
1207,743.5279541015625
1208,562.4571533203125
1209,562.4571533203125
1210,562.4571533203125
1211,562.4571533203125
1212,609.4027709960938
1213,609.4027709960938
1214,609.4027709960938
1215,609.4027709960938
1216,653.5107421875
1217,653.5107421875
1218,653.5107421875
1219,653.5107421875
1220,1273.986572265625
1221,1273.986572265625
1222,1273.986572265625
1223,1273.986572265625
1224,796.5033569335938
1225,796.5033569335938
1226,796.5033569335938
1227,796.5033569335938
1228,712.7547607421875
1229,712.7547607421875
1230,712.7547607421875
1231,712.7547607421875
1232,381.1334228515625
1233,381.1334228515625
1234,381.1334228515625
1235,381.1334228515625
1236,702.3365478515625
1237,702.3365478515625
1238,702.3365478515625
1239,702.3365478515625
1240,1065.162353515625
1241,1065.162353515625
1242,1065.162353515625
1243,1065.162353515625
1244,970.5581665039062
1245,970.5581665039062
1246,970.5581665039062
1247,970.5581665039062
1248,709.4846801757812
1249,709.4846801757812
1250,709.4846801757812
1251,709.4846801757812
1252,891.0824584960938
1253,891.0824584960938
1254,891.0824584960938
1255,891.0824584960938
1256,1004.15966796875
1257,1004.15966796875
1258,1004.15966796875
1259,1004.15966796875
1260,652.8062744140625
1261,652.8062744140625
1262,652.8062744140625
1263,652.8062744140625
1264,870.3134765625
1265,870.3134765625
1266,870.3134765625
1267,870.3134765625
1268,916.6231689453125
1269,916.6231689453125
1270,916.6231689453125
1271,916.6231689453125
1272,785.1688232421875
1273,785.1688232421875
1274,785.1688232421875
1275,785.1688232421875
1276,781.89404296875
1277,781.89404296875
1278,781.89404296875
1279,781.89404296875
1280,771.30029296875
1281,771.30029296875
1282,771.30029296875
1283,771.30029296875
1284,834.1038818359375
1285,834.1038818359375
1286,834.1038818359375
1287,834.1038818359375
1288,1069.2877197265625
1289,1069.2877197265625
1290,1069.2877197265625
1291,1069.2877197265625
1292,1001.7095947265625
1293,1001.7095947265625
1294,1001.7095947265625
1295,1001.7095947265625
1296,832.8262939453125
1297,832.8262939453125
1298,832.8262939453125
1299,832.8262939453125
1300,1073.63623046875
1301,1073.63623046875
1302,1073.63623046875
1303,1073.63623046875
1304,1043.4124755859375
1305,1043.4124755859375
1306,1043.4124755859375
1307,1043.4124755859375
1308,912.5479736328125
1309,912.5479736328125
1310,912.5479736328125
1311,912.5479736328125
1312,899.8607788085938
1313,899.8607788085938
1314,899.8607788085938
1315,899.8607788085938
1316,850.90087890625
1317,850.90087890625
1318,850.90087890625
1319,850.90087890625
1320,805.109375
1321,805.109375
1322,805.109375
1323,805.109375
1324,821.2017822265625
1325,821.2017822265625
1326,821.2017822265625
1327,821.2017822265625
1328,802.0869140625
1329,802.0869140625
1330,802.0869140625
1331,802.0869140625
1332,637.2738037109375
1333,637.2738037109375
1334,637.2738037109375
1335,637.2738037109375
1336,649.7346801757812
1337,649.7346801757812
1338,649.7346801757812
1339,649.7346801757812
1340,645.1776123046875
1341,645.1776123046875
1342,645.1776123046875
1343,645.1776123046875
1344,689.1621704101562
1345,689.1621704101562
1346,689.1621704101562
1347,689.1621704101562
1348,724.0225830078125
1349,724.0225830078125
1350,724.0225830078125
1351,724.0225830078125
1352,687.2314453125
1353,687.2314453125
1354,687.2314453125
1355,687.2314453125
1356,624.113525390625
1357,624.113525390625
1358,624.113525390625
1359,624.113525390625
1360,838.201171875
1361,838.201171875
1362,838.201171875
1363,838.201171875
1364,605.4072265625
1365,605.4072265625
1366,605.4072265625
1367,605.4072265625
1368,760.350830078125
1369,760.350830078125
1370,760.350830078125
1371,760.350830078125
1372,676.944580078125
1373,676.944580078125
1374,676.944580078125
1375,676.944580078125
1376,599.0435791015625
1377,599.0435791015625
1378,599.0435791015625
1379,599.0435791015625
1380,573.6419067382812
1381,573.6419067382812
1382,573.6419067382812
1383,573.6419067382812
1384,646.345458984375
1385,646.345458984375
1386,646.345458984375
1387,646.345458984375
1388,790.51171875
1389,790.51171875
1390,790.51171875
1391,790.51171875
1392,826.826416015625
1393,826.826416015625
1394,826.826416015625
1395,826.826416015625
1396,888.0987548828125
1397,888.0987548828125
1398,888.0987548828125
1399,888.0987548828125
1400,695.852294921875
1401,695.852294921875
1402,695.852294921875
1403,695.852294921875
1404,698.400634765625
1405,698.400634765625
1406,698.400634765625
1407,698.400634765625
1408,774.7584228515625
1409,774.7584228515625
1410,774.7584228515625
1411,774.7584228515625
1412,757.0335693359375
1413,757.0335693359375
1414,757.0335693359375
1415,757.0335693359375
1416,683.8807983398438
1417,683.8807983398438
1418,683.8807983398438
1419,683.8807983398438
1420,696.6983032226562
1421,696.6983032226562
1422,696.6983032226562
1423,696.6983032226562
1424,757.80615234375
1425,757.80615234375
1426,757.80615234375
1427,757.80615234375
1428,698.1681518554688
1429,698.1681518554688
1430,698.1681518554688
1431,698.1681518554688
1432,742.7586669921875
1433,742.7586669921875
1434,742.7586669921875
1435,742.7586669921875
1436,792.4736938476562
1437,792.4736938476562
1438,792.4736938476562
1439,792.4736938476562
1440,559.4535522460938
1441,559.4535522460938
1442,559.4535522460938
1443,559.4535522460938
1444,512.898681640625
1445,512.898681640625
1446,512.898681640625
1447,512.898681640625
1448,547.5479736328125
1449,547.5479736328125
1450,547.5479736328125
1451,547.5479736328125
1452,873.62255859375
1453,873.62255859375
1454,873.62255859375
1455,873.62255859375
1456,718.3780517578125
1457,718.3780517578125
1458,718.3780517578125
1459,718.3780517578125
1460,991.314697265625
1461,991.314697265625
1462,991.314697265625
1463,991.314697265625
1464,728.2796630859375
1465,728.2796630859375
1466,728.2796630859375
1467,728.2796630859375
1468,691.31982421875
1469,691.31982421875
1470,691.31982421875
