r,l,t
7566.574345,30,2372.119672
7597.363003,30,2372.254261
3579.354467,30,2372.376376
7341.68362,30,2372.498037
6114.676525,30,2372.620026
-1240.075041,30,2372.741162
6517.335844,30,2372.862625
5930.871967,30,2372.996982
5352.484379,30,2373.127961
7795.833385,30,2373.254587
2501.054738,30,2373.377698
6944.230492,30,2373.499122
6280.366055,30,2373.621376
3278.6693,30,2373.744746
2579.216311,30,2373.867284
6103.241756,30,2373.991137
-1579.412548,30,2374.115415
1688.853629,30,2374.243744
4973.192177,30,2374.372025
4671.710915,30,2374.4921
6640.116144,30,2374.613766
6208.937012,30,2374.734123
485.7188,30,2374.855549
3916.817598,30,2374.974247
4402.253521,30,2375.094303
3221.646302,30,2375.220464
-696.398085,30,2375.341955
6519.621164,30,2375.465133
193.895241,30,2375.587343
2202.311068,30,2375.710353
-1999.591439,30,2375.832878
2053.71563,30,2375.955789
-327.092573,30,2376.08005
2790.533857,30,2376.200372
3839.416428,30,2376.329229
5496.249643,30,2376.454765
3170.883913,30,2376.576764
6504.542212,30,2376.698381
3352.544937,30,2376.819826
1393.233932,30,2376.942823
2391.475695,30,2377.065889
4383.347513,30,2377.185989
688.89324,30,2377.314023
4909.626911,30,2377.434388
-825.223192,30,2377.555677
161.097542,30,2377.676683
-90.263115,30,2377.798563
5186.884279,30,2377.919196
6177.126362,30,2378.041758
-4745.496906,30,2378.1642
7217.740349,30,2378.292407
5699.495628,30,2378.414839
1107.258334,30,2378.54249
3849.802394,30,2378.66274
3510.671379,30,2378.784762
-1002.048021,30,2378.906752
887.94864,30,2379.02864
3600.806091,30,2379.151122
2391.112978,30,2379.278188
-393.550014,30,2379.401841
3443.091511,30,2379.523964
3270.40007,30,2379.645933
2694.087046,30,2379.768663
4417.77365,30,2379.890993
4400.502981,30,2380.013826
5636.2999,30,2380.137188
4654.722788,30,2380.2632
-694.807659,30,2380.385586
6473.53669,30,2380.510737
1097.669376,30,2380.635377
-1567.337866,30,2380.758529
4932.994614,30,2380.879641
2571.574951,30,2381.000427
2931.032906,30,2381.121299
-1115.82435,30,2381.247732
2357.610836,30,2381.370132
-1849.714804,30,2381.494103
3510.880005,30,2381.615023
858.968624,30,2381.736005
2507.292009,30,2381.858877
4504.811571,30,2381.980737
1995.292252,30,2382.103675
3573.665154,30,2382.227338
2990.646568,30,2382.352363
1812.909962,30,2382.474185
4757.471977,30,2382.60135
1226.149967,30,2382.728137
-1472.468441,30,2382.84948
-2818.868774,30,2382.9727
1708.940893,30,2383.102289
846.768723,30,2383.242849
1800.616833,30,2383.365029
-1574.814159,30,2383.487733
887.725521,30,2383.610221
19.443493,30,2383.732644
3050.998823,30,2383.855226
2726.72477,30,2383.975754
-884.076935,30,2384.100467
1422.243832,30,2384.223183
4110.189379,30,2384.348229
