r,l,t
7510.953249,30,1932.147641
7150.646516,30,1932.272893
342.783614,30,1932.405453
7099.817592,30,1932.530397
7141.087676,30,1932.655396
-2165.658982,30,1932.780819
3568.36574,30,1932.906409
7491.62505,30,1933.035307
5756.948147,30,1933.161314
8254.875626,30,1933.288626
6678.383517,30,1933.417896
2400.554353,30,1933.543536
571.760005,30,1933.668925
910.814669,30,1933.796618
6135.978086,30,1933.923458
6046.311707,30,1934.048651
4945.871406,30,1934.174273
5190.857855,30,1934.30374
6664.457107,30,1934.429893
7580.14513,30,1934.55469
4996.42495,30,1934.679635
4537.033071,30,1934.804209
6238.194294,30,1934.931774
6652.763336,30,1935.058501
5185.726414,30,1935.197887
4348.114184,30,1935.335446
2369.339563,30,1935.462887
5358.855222,30,1935.587661
6721.331226,30,1935.711327
5124.962303,30,1935.835829
4300.929937,30,1935.963917
6520.867529,30,1936.087484
4634.704307,30,1936.212796
5529.281244,30,1936.340072
6024.096932,30,1936.463046
6277.715868,30,1936.587755
6040.353165,30,1936.713093
6960.895313,30,1936.838145
6604.017847,30,1936.96522
6430.689229,30,1937.094155
6677.291382,30,1937.227755
7561.90205,30,1937.367642
6592.789235,30,1937.496619
7125.964443,30,1937.621479
5980.784327,30,1937.746316
1907.290501,30,1937.871446
2926.307331,30,1937.997424
5003.410198,30,1938.122224
5429.220356,30,1938.249234
-414.055228,30,1938.379138
7123.874289,30,1938.506172
6083.714037,30,1938.629483
3730.943294,30,1938.75295
7717.095674,30,1938.878137
5953.220176,30,1939.004508
913.570196,30,1939.131851
4375.431818,30,1939.258331
2221.735264,30,1939.393411
4749.918104,30,1939.519289
815.220054,30,1939.645902
4661.976879,30,1939.770197
5094.944327,30,1939.893686
2276.52647,30,1940.019872
530.689777,30,1940.14567
3250.216888,30,1940.272115
7731.571073,30,1940.404346
5954.197968,30,1940.531102
5123.534303,30,1940.654941
7710.998445,30,1940.780675
5468.768768,30,1940.905095
4674.706634,30,1941.032192
6596.368536,30,1941.168947
5797.42022,30,1941.295389
6018.233159,30,1941.429891
7854.044359,30,1941.553771
7263.277881,30,1941.677642
4895.878942,30,1941.800476
4431.475209,30,1941.923482
4607.967263,30,1942.048307
5287.40113,30,1942.172817
3145.586337,30,1942.299394
5567.954755,30,1942.427895
6178.033264,30,1942.554888
5838.072578,30,1942.678401
6670.253715,30,1942.807049
6657.680263,30,1942.930901
2053.002957,30,1943.055472
872.593633,30,1943.180955
819.554512,30,1943.306672
4654.877225,30,1943.440191
3383.703846,30,1943.580549
3221.350742,30,1943.705964
5408.560684,30,1943.832776
5790.329509,30,1943.957578
3870.248805,30,1944.082937
2456.135693,30,1944.209179
2202.979405,30,1944.337606
5807.116527,30,1944.463104
7650.918811,30,1944.585876
7653.174797,30,1944.708951
