r,l,t
10578.013457,30,3289.388104
10089.827846,30,3289.453218
11147.753765,30,3289.502565
9543.955834,30,3289.549787
9258.107068,30,3289.602474
10600.415031,30,3289.650586
9983.247088,30,3289.712406
8822.074254,30,3289.778429
9367.018595,30,3289.843612
9647.305873,30,3289.906967
7582.571015,30,3289.965749
10883.353167,30,3290.018507
11181.78727,30,3290.073395
6723.604788,30,3290.12714
9777.207213,30,3290.177314
9614.42786,30,3290.225753
8990.386971,30,3290.279708
9613.449372,30,3290.328959
9712.426344,30,3290.385008
10329.862557,30,3290.433977
10146.70774,30,3290.492485
10027.017613,30,3290.554214
9451.823345,30,3290.615927
10217.043852,30,3290.678252
11225.378615,30,3290.74469
7050.067048,30,3290.807994
10366.636463,30,3290.862761
9365.15797,30,3290.909642
9734.363251,30,3290.969131
8909.0439,30,3291.03143
11238.591148,30,3291.087319
8937.629127,30,3291.138761
7968.967108,30,3291.839094
8498.463239,30,3291.895869
10974.617063,30,3291.956896
10086.0626,30,3292.019387
6852.824607,30,3292.069992
7279.251461,30,3292.122573
7588.467919,30,3292.185017
11169.874303,30,3292.241459
9744.450306,30,3292.301618
10578.320253,30,3292.363277
7306.957097,30,3292.424966
8595.821896,30,3292.487435
6948.137617,30,3292.541746
6226.991122,30,3292.599681
6704.537867,30,3292.661666
8330.301438,30,3292.721608
4666.87127,30,3292.772512
10484.311819,30,3292.828311
7235.304377,30,3292.888402
9575.115098,30,3292.952466
9187.535411,30,3293.015156
8234.219986,30,3293.079224
7011.340703,30,3293.129242
9374.811572,30,3293.209282
7228.266898,30,3293.277473
10020.058176,30,3293.344789
6972.861568,30,3293.416834
10836.195345,30,3293.48445
9356.141384,30,3293.549795
9274.633324,30,3293.609433
9585.558857,30,3293.667123
9342.966778,30,3293.724595
4540.104245,30,3293.778336
8770.967841,30,3293.82627
9129.055703,30,3294.686749
6296.769139,30,3294.762531
5016.767042,30,3294.830541
11091.506801,30,3294.910319
10256.813571,30,3294.992432
9433.335636,30,3295.07796
10592.964335,30,3295.150454
10105.976135,30,3295.221393
8774.773867,30,3295.294684
7908.357973,30,3295.453607
4737.791885,30,3295.526813
4215.634704,30,3295.604311
9056.519612,30,3295.6861
10371.870139,30,3295.76086
9920.671909,30,3295.831371
7357.21707,30,3295.90899
8898.857892,30,3295.997362
6944.836278,30,3296.079368
9706.226424,30,3296.158655
6356.552554,30,3296.245461
4208.207422,30,3296.314783
8795.889639,30,3296.386779
9129.955855,30,3296.463073
9094.506718,30,3296.533444
4154.531545,30,3296.607732
7078.663087,30,3296.675179
7927.775991,30,3296.742539
8644.539843,30,3296.812418
9730.476609,30,3296.881839
8252.781269,30,3296.95118
8643.7817,30,3297.020959
6048.464433,30,3297.090662
4821.228731,30,3297.170554
8738.628169,30,3297.24224
