episode,q_loss
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,27420.841796875
105,27420.841796875
106,27420.841796875
107,27420.841796875
108,28145.275390625
109,28145.275390625
110,28145.275390625
111,28145.275390625
112,26117.916015625
113,26117.916015625
114,26117.916015625
115,26117.916015625
116,29461.83203125
117,29461.83203125
118,29461.83203125
119,29461.83203125
120,27669.58984375
121,27669.58984375
122,27669.58984375
123,27669.58984375
124,29331.513671875
125,29331.513671875
126,29331.513671875
127,29331.513671875
128,30751.359375
129,30751.359375
130,30751.359375
131,30751.359375
132,29977.328125
133,29977.328125
134,29977.328125
135,29977.328125
136,25766.087890625
137,25766.087890625
138,25766.087890625
139,25766.087890625
140,27515.66796875
141,27515.66796875
142,27515.66796875
143,27515.66796875
144,26734.59765625
145,26734.59765625
146,26734.59765625
147,26734.59765625
148,27664.787109375
149,27664.787109375
150,27664.787109375
151,27664.787109375
152,28739.255859375
153,28739.255859375
154,28739.255859375
155,28739.255859375
156,25695.875
157,25695.875
158,25695.875
159,25695.875
160,26267.51953125
161,26267.51953125
162,26267.51953125
163,26267.51953125
164,28469.7109375
165,28469.7109375
166,28469.7109375
167,28469.7109375
168,26518.96875
169,26518.96875
170,26518.96875
171,26518.96875
172,29453.916015625
173,29453.916015625
174,29453.916015625
175,29453.916015625
176,26665.68359375
177,26665.68359375
178,26665.68359375
179,26665.68359375
180,28395.54296875
181,28395.54296875
182,28395.54296875
183,28395.54296875
184,23952.283203125
185,23952.283203125
186,23952.283203125
187,23952.283203125
188,25657.53515625
189,25657.53515625
190,25657.53515625
191,25657.53515625
192,26815.181640625
193,26815.181640625
194,26815.181640625
195,26815.181640625
196,27550.953125
197,27550.953125
198,27550.953125
199,27550.953125
200,27494.0078125
201,27494.0078125
202,27494.0078125
203,27494.0078125
204,27151.162109375
205,27151.162109375
206,27151.162109375
207,27151.162109375
208,24981.630859375
209,24981.630859375
210,24981.630859375
211,24981.630859375
212,25921.3359375
213,25921.3359375
214,25921.3359375
215,25921.3359375
216,27298.748046875
217,27298.748046875
218,27298.748046875
219,27298.748046875
220,28161.255859375
221,28161.255859375
222,28161.255859375
223,28161.255859375
224,25504.716796875
225,25504.716796875
226,25504.716796875
227,25504.716796875
228,26318.79296875
229,26318.79296875
230,26318.79296875
