r,l,t
-82186.268181,500,1667.973422
-97387.333622,500,1669.789218
-94722.381657,500,1671.639648
-81292.124451,500,1673.329978
-75796.029122,500,1675.033428
-73714.939516,500,1676.653666
-75372.48326,500,1678.391091
-63997.512728,500,1680.168841
-50757.635707,500,1682.018638
-62184.496788,500,1683.869209
-52533.394645,500,1685.716608
-45477.962522,500,1687.567492
-53100.085762,500,1689.428859
-38683.483011,500,1691.280927
-43627.074456,500,1693.120316
-44781.762974,500,1694.916414
-41365.533845,500,1696.701221
-30109.492927,500,1698.505598
-29595.547414,500,1700.235588
-31866.096282,500,1702.006737
-20668.562092,500,1703.713098
-13998.601341,500,1705.559371
2929.738692,500,1707.364656
-2397.136739,500,1709.218747
6589.004914,500,1710.9759
16405.704295,500,1712.756918
28538.942866,500,1714.511435
31346.977397,500,1716.170115
38113.934474,500,1717.824974
41022.869197,500,1719.613942
40698.550971,500,1721.463696
40210.584617,500,1723.308368
42502.726848,500,1725.13992
46492.817832,500,1726.99113
44372.779811,500,1728.835845
43761.512573,500,1730.705311
42978.236301,500,1732.534058
46494.067629,500,1734.35608
45697.972318,500,1736.093012
44074.852847,500,1737.74211
44878.05121,500,1739.401119
44256.601851,500,1741.03768
44558.040598,500,1742.669392
45081.632563,500,1744.287551
46968.264108,500,1745.916089
43058.899492,500,1747.536518
43628.993788,500,1749.117636
44387.748666,500,1750.762479
43449.590705,500,1752.360704
45134.40302,500,1753.744144
44027.040448,500,1755.129917
44675.150388,500,1756.524794
43556.764581,500,1757.913267
45388.199127,500,1759.328227
45070.094497,500,1760.713031
44635.338519,500,1762.099317
43734.301438,500,1763.492126
44637.918247,500,1764.875177
45093.976908,500,1766.262962
44898.819597,500,1767.698337
44755.654498,500,1769.11121
44729.460832,500,1770.501511
44699.756521,500,1771.884301
44906.037724,500,1773.272801
45151.916806,500,1774.746731
44548.077133,500,1776.175458
44720.0,500,1777.648802
44648.752542,500,1779.160464
44741.790734,500,1780.583013
44407.601728,500,1782.40422
44720.0,500,1784.250135
44860.0,500,1785.892025
44860.0,500,1787.474936
44838.770554,500,1789.064169
45000.0,500,1790.616691
44984.496849,500,1792.263605
45000.0,500,1793.950202
44860.0,500,1795.647864
45053.528678,500,1797.346969
44860.0,500,1799.017154
45000.0,500,1800.607544
45000.0,500,1802.232662
45000.0,500,1803.881194
45000.0,500,1805.485776
45000.0,500,1807.03328
45000.0,500,1808.574909
45000.0,500,1810.202134
45000.0,500,1811.851151
45000.0,500,1813.331435
45000.0,500,1814.729272
45000.0,500,1816.120351
45000.0,500,1817.513616
45000.0,500,1818.908548
45000.0,500,1820.3484
45000.0,500,1821.748294
45000.0,500,1823.133184
45000.0,500,1824.524807
45000.0,500,1825.912638
45000.0,500,1827.307827
45000.0,500,1828.705104
