r,l,t
-1510.879026,30,490.256032
-1309.877378,30,490.325917
-6944.381702,30,490.396493
-225.0,30,490.461094
-4886.198457,30,490.53159
-4375.159745,30,490.600997
-1915.94973,30,490.676749
-2141.781365,30,490.758816
-206.349612,30,490.842201
-4102.446018,30,490.912313
569.917074,30,490.982007
-676.22892,30,491.048447
142.0581,30,491.119252
-94.314489,30,491.182939
-1018.717445,30,491.249959
-138.4377,30,491.320213
279.579217,30,491.386935
139.00993,30,491.449795
1.306614,30,491.516816
3466.096924,30,491.581376
-2980.861366,30,491.649462
3578.161331,30,491.715429
4076.165396,30,491.782988
-5490.310672,30,491.851681
1838.683483,30,491.921673
2757.50334,30,491.989946
3661.451116,30,492.058367
-1050.666797,30,492.123033
2499.850004,30,492.19388
284.848732,30,492.260276
1484.972477,30,492.326258
-129.775579,30,492.403282
-3784.900098,30,492.477599
-57.413506,30,492.5479
-225.0,30,492.625447
-225.0,30,492.68593
14.643756,30,492.749295
2281.85252,30,492.812428
-7818.805217,30,492.887749
-4974.895252,30,492.962821
1992.329295,30,493.035693
-8.046751,30,493.102795
-3564.740401,30,493.18501
-1957.655506,30,493.254268
3143.938651,30,493.330302
-811.766639,30,493.402372
-6349.201958,30,493.476981
-96.819052,30,493.549917
4923.938675,30,493.616625
3906.257332,30,493.675109
96.99872,30,493.749134
5.376786,30,493.834322
2999.043957,30,493.910463
76.76549,30,493.977265
2703.734616,30,494.038595
2800.562356,30,494.099351
-14190.298801,30,494.172163
-6485.962531,30,494.233447
726.799526,30,494.296133
11.827537,30,494.357321
-17868.826248,30,494.422087
-11086.414507,30,494.495786
-7715.976525,30,494.558631
-9972.82837,30,494.634771
-10164.88938,30,494.701119
-152.148738,30,494.76533
519.886598,30,494.837147
355.200861,30,494.922345
-355.477274,30,494.993323
-407.759579,30,495.064228
-2977.442794,30,495.142316
70.22501,30,495.218119
-279.365921,30,495.299787
531.383416,30,495.365297
-453.603492,30,495.43268
533.487846,30,495.512365
-65.385168,30,495.592962
1687.569596,30,495.653512
1334.656499,30,495.71712
339.010551,30,495.776556
-4299.715063,30,495.852657
-860.590639,30,495.939044
-368.8033,30,496.005361
-322.699219,30,496.065351
-3527.875748,30,496.134953
2384.145619,30,496.203555
3574.426727,30,496.273233
529.385781,30,496.330808
293.551951,30,496.399475
166.351532,30,496.467415
-3648.470443,30,496.532345
5066.338499,30,496.605043
-15348.228035,30,496.673154
-322.892148,30,496.732351
2111.503424,30,496.791026
-36.0,30,496.850573
487.868726,30,496.919451
902.590375,30,496.993709
3632.028038,30,497.062598
-1005.959225,30,497.123794
