r,l,t
4890.623697,50,110.70453
3257.825649,50,110.826028
2481.204885,50,110.948997
408.737485,50,111.061876
-23201.322918,50,111.199165
-13049.744582,50,111.321956
4351.410368,50,111.468152
2114.056832,50,111.591749
4445.038669,50,111.729723
-16034.184444,50,111.854867
-15264.969503,50,111.990257
3101.158633,50,112.124215
587.872176,50,112.258602
-1899.571057,50,112.376038
4990.461141,50,112.498318
-10619.895947,50,112.639532
-9417.962016,50,112.785017
-2992.729893,50,112.91089
-15005.26559,50,113.047882
-9801.37274,50,113.168184
1173.009771,50,113.298936
1301.100474,50,113.426514
449.587171,50,113.553292
250.28898,50,113.675999
1745.667608,50,113.814569
6702.537809,50,113.941394
-3209.603555,50,114.079181
3638.746911,50,114.219759
110.032377,50,114.356388
2538.308984,50,114.476223
879.581202,50,114.617448
4899.239218,50,114.747423
3873.893039,50,114.867863
-26912.91146,50,114.990429
4832.125882,50,115.141148
198.834245,50,115.287842
5601.444793,50,115.410328
2186.289827,50,115.547645
-8536.258093,50,115.667769
1393.394066,50,115.82058
2409.157703,50,115.977984
5256.48463,50,116.117151
-5770.268343,50,116.259208
1123.574976,50,116.390763
-4674.755091,50,116.529007
-4041.703168,50,116.676653
3959.185919,50,116.796438
4704.990282,50,116.917881
-7032.764915,50,117.032012
1164.40148,50,117.147735
-541.46964,50,117.277765
-4782.402943,50,117.407646
1542.178791,50,117.526308
344.851904,50,117.640826
6416.204719,50,117.761284
5353.398583,50,117.904691
-3006.404761,50,118.047409
-25317.819305,50,118.174205
6737.058545,50,118.324183
6778.826317,50,118.472253
-8685.146942,50,118.646794
-4207.27913,50,118.775893
5125.567637,50,118.899595
5574.910423,50,119.015617
734.650023,50,119.120677
2622.966326,50,119.248757
-5557.148901,50,119.371596
-17499.812005,50,119.506216
-8371.769881,50,119.644505
-2658.904186,50,119.763281
4078.55066,50,119.882673
5373.782729,50,120.031857
717.036589,50,120.169493
-200.579688,50,120.299779
4127.731039,50,120.454313
3122.390117,50,120.563009
3334.108557,50,120.686908
-1185.247795,50,120.79724
419.593191,50,120.924019
-12237.175167,50,121.04496
4894.20183,50,121.161745
26.125848,50,121.284023
-853.793974,50,121.403772
-49.207347,50,121.522629
-19317.170238,50,121.639283
6189.822817,50,121.7671
-6147.419712,50,121.894283
3725.040815,50,122.0228
1380.742327,50,122.148359
1020.624093,50,122.282447
2891.586464,50,122.399663
2371.522069,50,122.51694
2524.959761,50,122.660456
-7519.779874,50,122.796952
-2232.4762,50,122.924312
3759.521566,50,123.048714
2195.955138,50,123.192484
418.350375,50,123.340981
4201.486512,50,123.477708
3352.418671,50,123.628477
