episode,q_loss
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,29972.666015625
105,29972.666015625
106,29972.666015625
107,29972.666015625
108,28537.166015625
109,28537.166015625
110,28537.166015625
111,28537.166015625
112,24602.61328125
113,24602.61328125
114,24602.61328125
115,24602.61328125
116,27913.662109375
117,27913.662109375
118,27913.662109375
119,27913.662109375
120,25603.951171875
121,25603.951171875
122,25603.951171875
123,25603.951171875
124,27017.876953125
125,27017.876953125
126,27017.876953125
127,27017.876953125
128,27454.142578125
129,27454.142578125
130,27454.142578125
131,27454.142578125
132,25316.44140625
133,25316.44140625
134,25316.44140625
135,25316.44140625
136,20227.24609375
137,20227.24609375
138,20227.24609375
139,20227.24609375
140,20637.642578125
141,20637.642578125
142,20637.642578125
143,20637.642578125
144,19499.435546875
145,19499.435546875
146,19499.435546875
147,19499.435546875
148,19557.162109375
149,19557.162109375
150,19557.162109375
151,19557.162109375
152,20543.2578125
153,20543.2578125
154,20543.2578125
155,20543.2578125
156,18624.4140625
157,18624.4140625
158,18624.4140625
159,18624.4140625
160,18964.255859375
161,18964.255859375
162,18964.255859375
163,18964.255859375
164,20482.58203125
165,20482.58203125
166,20482.58203125
167,20482.58203125
168,16475.0234375
169,16475.0234375
170,16475.0234375
171,16475.0234375
172,19311.951171875
173,19311.951171875
174,19311.951171875
175,19311.951171875
176,16402.45703125
177,16402.45703125
178,16402.45703125
179,16402.45703125
180,16656.267578125
181,16656.267578125
182,16656.267578125
183,16656.267578125
184,14363.7353515625
185,14363.7353515625
186,14363.7353515625
187,14363.7353515625
188,14522.85546875
189,14522.85546875
190,14522.85546875
191,14522.85546875
192,16571.46484375
193,16571.46484375
194,16571.46484375
195,16571.46484375
196,16333.525390625
197,16333.525390625
198,16333.525390625
199,16333.525390625
200,13833.9794921875
201,13833.9794921875
202,13833.9794921875
203,13833.9794921875
204,14472.7080078125
205,14472.7080078125
206,14472.7080078125
207,14472.7080078125
208,11802.8701171875
209,11802.8701171875
210,11802.8701171875
211,11802.8701171875
212,12392.751953125
213,12392.751953125
214,12392.751953125
215,12392.751953125
216,13907.564453125
217,13907.564453125
218,13907.564453125
219,13907.564453125
220,11122.99609375
221,11122.99609375
222,11122.99609375
223,11122.99609375
224,7321.56298828125
225,7321.56298828125
