episode,policy_loss,entropy
0,,
1,,
2,,
3,,
4,,
5,4850.5595703125,
6,4850.5595703125,
7,4850.5595703125,
8,4850.5595703125,
9,4850.5595703125,
10,-302.4602966308594,
11,-302.4602966308594,
12,-302.4602966308594,
13,-302.4602966308594,
14,-302.4602966308594,
15,737.0298461914062,
16,737.0298461914062,
17,737.0298461914062,
18,737.0298461914062,
19,737.0298461914062,
20,536.73681640625,
21,536.73681640625,
22,536.73681640625,
23,536.73681640625,
24,536.73681640625,
25,1556.71240234375,
26,1556.71240234375,
27,1556.71240234375,
28,1556.71240234375,
29,1556.71240234375,
30,255.7296142578125,
31,255.7296142578125,
32,255.7296142578125,
33,255.7296142578125,
34,255.7296142578125,
35,5055.4423828125,
36,5055.4423828125,
37,5055.4423828125,
38,5055.4423828125,
39,5055.4423828125,
40,2515.58837890625,
41,2515.58837890625,
42,2515.58837890625,
43,2515.58837890625,
44,2515.58837890625,
45,3522.348876953125,
46,3522.348876953125,
47,3522.348876953125,
48,3522.348876953125,
49,3522.348876953125,
50,1873.346923828125,
51,1873.346923828125,
52,1873.346923828125,
53,1873.346923828125,
54,1873.346923828125,
55,305.8660888671875,
56,305.8660888671875,
57,305.8660888671875,
58,305.8660888671875,
59,305.8660888671875,
60,1734.002685546875,
61,1734.002685546875,
62,1734.002685546875,
63,1734.002685546875,
64,1734.002685546875,
65,429.60028076171875,
66,429.60028076171875,
67,429.60028076171875,
68,429.60028076171875,
69,429.60028076171875,
70,1805.2431640625,
71,1805.2431640625,
72,1805.2431640625,
73,1805.2431640625,
74,1805.2431640625,
75,3336.33642578125,
76,3336.33642578125,
77,3336.33642578125,
78,3336.33642578125,
79,3336.33642578125,
80,69.71814727783203,
81,69.71814727783203,
82,69.71814727783203,
83,69.71814727783203,
84,69.71814727783203,
85,2395.772705078125,
86,2395.772705078125,
87,2395.772705078125,
88,2395.772705078125,
89,2395.772705078125,
90,1394.385498046875,
91,1394.385498046875,
92,1394.385498046875,
93,1394.385498046875,
94,1394.385498046875,
95,1685.3675537109375,
96,1685.3675537109375,
97,1685.3675537109375,
98,1685.3675537109375,
99,1685.3675537109375,
100,4945.4619140625,
101,4945.4619140625,
102,4945.4619140625,
103,4945.4619140625,
104,4945.4619140625,
105,1335.034912109375,
106,1335.034912109375,
107,1335.034912109375,
108,1335.034912109375,
109,1335.034912109375,
110,1225.1976318359375,
111,1225.1976318359375,
112,1225.1976318359375,
113,1225.1976318359375,
114,1225.1976318359375,
115,92.63748931884766,
116,92.63748931884766,
117,92.63748931884766,
118,92.63748931884766,
119,92.63748931884766,
120,681.6104736328125,
121,681.6104736328125,
122,681.6104736328125,
123,681.6104736328125,
124,681.6104736328125,
125,5560.95068359375,
126,5560.95068359375,
127,5560.95068359375,
128,5560.95068359375,
129,5560.95068359375,
130,4316.6220703125,
131,4316.6220703125,
