r,l,t
8776.652534,30,1711.864372
7781.224789,30,1711.986956
7960.03508,30,1712.11115
9108.446371,30,1712.234448
8577.320864,30,1712.367173
9136.71938,30,1712.493655
9076.739513,30,1712.618439
7383.668861,30,1712.742449
7870.30707,30,1712.869397
8319.932106,30,1712.994056
7740.833435,30,1713.117593
7600.840937,30,1713.240745
8668.417223,30,1713.364313
8531.422634,30,1713.487068
8938.741579,30,1713.61344
7940.180431,30,1713.738309
7881.917619,30,1713.867251
8291.395048,30,1713.993585
8705.938936,30,1714.116642
8234.76601,30,1714.241057
8351.828734,30,1714.366211
8159.81322,30,1714.522864
5815.73492,30,1714.668945
8896.48344,30,1714.813299
9062.03359,30,1714.967403
9176.909435,30,1715.113234
8045.241185,30,1715.260617
8061.132236,30,1715.403161
8633.986697,30,1715.546392
8772.990202,30,1715.691574
6260.072613,30,1715.822301
6465.75716,30,1715.962697
8432.027092,30,1716.092467
6272.380258,30,1716.223266
7973.271339,30,1716.355067
8915.126278,30,1716.491698
8312.57093,30,1716.63789
9366.708895,30,1716.760462
8890.758711,30,1716.893852
8325.499352,30,1717.02036
8930.800166,30,1717.14339
8931.942974,30,1717.269056
9011.740318,30,1717.389793
8568.153909,30,1717.511389
8253.040546,30,1717.62714
8817.140973,30,1717.762708
7752.941154,30,1717.904258
8422.168423,30,1718.02853
9076.109524,30,1718.155509
8721.935028,30,1718.289746
8463.013232,30,1718.432905
7582.25943,30,1718.57523
9107.171432,30,1718.740623
8726.799567,30,1718.886455
8063.124407,30,1719.028238
7927.248399,30,1719.171176
8431.155231,30,1719.3139
9071.195992,30,1719.442581
7449.70314,30,1719.569842
9125.016781,30,1719.690155
7352.749603,30,1719.81241
6862.434429,30,1719.951036
8730.265133,30,1720.087863
6869.182234,30,1720.22997
8520.457607,30,1720.374946
8465.676267,30,1720.500576
8590.782526,30,1720.622932
8757.448463,30,1720.763343
9103.721611,30,1720.911256
9377.848637,30,1721.039598
9061.465893,30,1721.163555
8937.446083,30,1721.283901
8784.993132,30,1721.408995
8780.334488,30,1721.53638
9069.89493,30,1721.668896
9316.623759,30,1721.791832
6963.487077,30,1721.923299
8236.337795,30,1722.048093
8847.609284,30,1722.174042
9013.104704,30,1722.3041
6655.770039,30,1722.429079
8945.317168,30,1722.566761
8217.493282,30,1722.696893
7765.227724,30,1722.848442
9136.623024,30,1722.993705
8360.398203,30,1723.13738
8485.689651,30,1723.279114
9014.9377,30,1723.411067
8757.37046,30,1723.542963
8785.517994,30,1723.670103
9185.457444,30,1723.804663
8193.33485,30,1723.946286
9051.223999,30,1724.07387
8787.819507,30,1724.209488
8870.892189,30,1724.335903
7251.219638,30,1724.479242
8457.687818,30,1724.628833
7774.420663,30,1724.774858
9135.942959,30,1724.929208
9232.609144,30,1725.057561
