r,l,t
491.812901,30,613.617454
1057.495577,30,613.714397
1048.929294,30,613.810719
1453.477729,30,613.9061
273.807411,30,613.993112
169.22209,30,614.072558
130.40673,30,614.144611
198.229808,30,614.212422
819.193336,30,614.278583
25.790735,30,614.342592
249.64514,30,614.409591
3290.412088,30,614.480387
-1438.825381,30,614.549484
238.107128,30,614.617282
2630.492178,30,614.691047
2558.782435,30,614.765532
-280.912194,30,614.83859
3664.328812,30,614.908117
3348.764117,30,614.987633
3675.283739,30,615.060659
1283.148776,30,615.133476
-28246.349288,30,615.2017
-13686.516773,30,615.274833
-22071.401493,30,615.34823
-8467.434794,30,615.425831
2757.50334,30,615.503653
3588.377971,30,615.581589
3492.049497,30,615.666919
2958.167715,30,615.749686
4036.209916,30,615.81949
2824.370367,30,615.888829
1594.653834,30,615.969534
1473.581818,30,616.059622
222.175026,30,616.145447
-31841.046824,30,616.234652
-21190.715888,30,616.322222
-33646.873503,30,616.403643
-26375.220252,30,616.484628
-22992.609719,30,616.56614
-7236.663746,30,616.645638
-4080.874206,30,616.731466
3744.503258,30,616.811248
3604.229348,30,616.890944
2797.406138,30,616.966279
-11221.613882,30,617.04704
1483.493409,30,617.121965
1873.197334,30,617.200165
1422.264997,30,617.275656
-384.587141,30,617.353743
2064.170344,30,617.426701
4388.745445,30,617.503362
2925.92043,30,617.575802
4797.28462,30,617.650066
-2262.569756,30,617.723013
-11385.108074,30,617.803981
340.94501,30,617.874146
-79.864726,30,617.947819
-225.0,30,618.018816
-216.0,30,618.095731
11.827537,30,618.17447
2.631714,30,618.251565
69.831914,30,618.323755
-89.904638,30,618.398477
41.493545,30,618.472116
-88.471036,30,618.546988
-2591.002063,30,618.614575
-4198.233315,30,618.690148
-3892.541662,30,618.762825
-4543.845967,30,618.840105
-3785.410745,30,618.914861
-7580.688644,30,618.995476
-12072.740963,30,619.07251
-21061.829331,30,619.154887
-264.039023,30,619.22876
-1953.679369,30,619.3055
-2269.883327,30,619.375727
45.907211,30,619.480289
93.969832,30,619.549583
-9.0,30,619.619829
3275.4099,30,619.685266
3616.652674,30,619.762225
4111.397973,30,619.834021
2642.453236,30,619.902401
4952.740857,30,619.966878
-16114.106115,30,620.040715
-32249.360092,30,620.111481
-31067.597657,30,620.182837
-15371.523979,30,620.248134
-14.5,30,620.316013
6.090213,30,620.380173
98.741527,30,620.449081
2400.301947,30,620.516516
-4814.459554,30,620.591348
-7404.255466,30,620.661357
-7404.255466,30,620.735489
-4868.269165,30,620.804513
1701.409084,30,620.882621
1760.473122,30,620.963984
3881.712219,30,621.044409
2997.347154,30,621.127646
