r,l,t
-82907.437617,500,2007.22589
-28094.337189,500,2008.593637
-198.901907,500,2010.083032
1783.877836,500,2011.612455
1546.361242,500,2013.135354
1183.444919,500,2014.674764
5149.713516,500,2016.096478
2347.644446,500,2017.456281
11512.306838,500,2018.996888
10903.981655,500,2020.536267
8731.765191,500,2022.047595
9980.041668,500,2023.488499
10295.369677,500,2024.955115
8721.998515,500,2026.500478
11960.703613,500,2028.054564
12719.362182,500,2029.595247
12341.184909,500,2031.147821
10573.68605,500,2032.696948
11505.868098,500,2034.244099
8848.778019,500,2035.788796
9555.792056,500,2037.333921
12186.822477,500,2038.880149
-364.364329,500,2040.42753
8598.946145,500,2041.9926
10017.057608,500,2043.534478
11298.913418,500,2045.076961
11135.046031,500,2046.615613
11564.583954,500,2048.160532
9274.283214,500,2049.70278
11165.330512,500,2051.257658
10090.270663,500,2052.818085
11153.467366,500,2054.360288
11152.429423,500,2055.905964
9119.944653,500,2057.442448
10163.943528,500,2058.98818
10641.926859,500,2060.527903
8541.966465,500,2062.085413
9027.822616,500,2063.622152
11730.797266,500,2065.163911
10287.957922,500,2066.709179
9950.891655,500,2068.251065
11153.168335,500,2069.805468
10219.540767,500,2071.351158
9408.699434,500,2072.916243
11221.908262,500,2074.456388
9422.456303,500,2075.903636
10410.278326,500,2077.404773
9538.225325,500,2078.820291
7161.318904,500,2080.229686
12459.582358,500,2081.652146
7544.109109,500,2083.060833
6289.458862,500,2084.457265
5343.344415,500,2085.862041
5662.882716,500,2087.265397
-11859.985494,500,2088.659453
4193.930475,500,2090.068334
5063.296732,500,2091.548468
8938.357155,500,2093.106693
10133.050954,500,2094.645442
6401.214384,500,2096.194601
8073.907267,500,2097.740656
-29698.380831,500,2099.304021
38142.899811,500,2100.840439
44091.703279,500,2102.400168
46286.835757,500,2103.943725
46545.716117,500,2105.488883
47199.396703,500,2107.086157
46174.750287,500,2108.409044
45431.445911,500,2109.838557
46595.563032,500,2111.517843
45911.561651,500,2113.694543
46246.640734,500,2115.570443
45952.155908,500,2117.194529
45683.980502,500,2118.737482
46968.288589,500,2120.389909
46254.531025,500,2121.965019
46334.623096,500,2123.408393
46045.145741,500,2124.845507
44845.512508,500,2126.270037
45584.247574,500,2127.712129
45000.0,500,2129.19083
45000.0,500,2130.599777
45740.224731,500,2132.039662
45879.122219,500,2133.444662
45582.870789,500,2134.85253
45212.76549,500,2136.260932
45000.0,500,2137.70387
45000.0,500,2139.21764
45407.053402,500,2140.747184
45000.0,500,2142.235437
45000.0,500,2143.708778
45000.0,500,2145.123785
45000.0,500,2146.544469
45000.0,500,2147.968809
45000.0,500,2149.388608
45000.0,500,2150.810208
45000.0,500,2152.244277
45000.0,500,2153.67095
45000.0,500,2155.090366
45000.0,500,2156.513374
