r,l,t
4358.639692,50,408.574691
-703.500921,50,408.724698
2435.193646,50,408.873627
3395.682652,50,409.020847
3595.762909,50,409.172392
-123.897265,50,409.325189
2886.698817,50,409.480791
5982.638378,50,409.630616
5352.077295,50,409.781759
2944.711276,50,409.93025
6147.746625,50,410.078545
5654.695459,50,410.233304
777.061418,50,410.384837
2515.872671,50,410.533598
5136.431181,50,410.689327
3457.564006,50,410.83954
4930.57599,50,410.988269
4614.561627,50,411.137454
2607.542411,50,411.289588
-981.716518,50,411.446186
6889.38397,50,411.593324
4859.31767,50,411.743289
4825.6466,50,411.893246
2236.506763,50,412.045057
5307.556725,50,412.193228
-1436.177576,50,412.345728
3028.304211,50,412.497616
5679.027159,50,412.649716
4938.868505,50,412.806638
4428.389499,50,412.961129
3001.501884,50,413.108786
4284.100843,50,413.267238
5096.095943,50,413.437032
2868.248657,50,413.592232
6.449031,50,413.747946
3970.137727,50,413.906784
5490.877929,50,414.064111
24.892153,50,414.218248
3318.011694,50,414.371009
2224.092479,50,414.535143
3208.828442,50,414.690684
5795.769131,50,414.852992
4429.862492,50,415.008159
6370.243364,50,415.166593
4107.640455,50,415.325338
6571.400021,50,415.482695
5372.942921,50,415.637511
2414.843404,50,415.793403
5937.844913,50,415.94881
1489.968435,50,416.101678
3941.053467,50,416.257157
6196.239046,50,416.413617
3427.170899,50,416.570582
3554.605173,50,416.725279
2872.459171,50,416.886449
5461.095911,50,417.040546
4619.362536,50,417.197089
5572.919819,50,417.354584
6060.513833,50,417.510367
1026.693581,50,417.667946
5256.192854,50,417.82247
6486.15732,50,417.977801
3418.616802,50,418.133469
2296.010092,50,418.287731
1670.715601,50,418.447097
233.820885,50,418.594055
1816.429695,50,418.749093
-299.570066,50,418.902104
1250.012988,50,419.053612
-632.566124,50,419.20255
-856.584234,50,419.354282
969.497278,50,419.505382
1817.546387,50,419.654623
1007.885172,50,419.804143
-1254.445534,50,419.954562
-717.935636,50,420.102087
-1133.908194,50,420.254258
2624.83648,50,420.407765
5519.112261,50,420.558099
3990.212276,50,420.711708
3729.78466,50,420.861452
848.574795,50,421.019281
4175.362991,50,421.185637
2967.700127,50,421.356094
3128.563467,50,421.521352
4834.110495,50,421.685545
-4177.844934,50,421.844605
-2064.11788,50,422.0124
-4065.624499,50,422.17584
-531.13206,50,422.342581
3681.940939,50,422.4923
803.916573,50,422.641368
-2666.291947,50,422.793731
-1957.338945,50,422.945889
-1588.099003,50,423.100373
-409.739424,50,423.249268
377.816515,50,423.400323
-1578.157915,50,423.5637
4186.256804,50,423.720856
-2285.043293,50,423.867835
