r,l,t
4358.639692,50,411.289328
-703.500921,50,411.46329
2435.193646,50,411.613742
3395.682652,50,411.770247
3595.762909,50,411.925218
-123.897265,50,412.074746
2886.698817,50,412.228549
5982.638378,50,412.392596
5352.077295,50,412.56299
2944.711276,50,412.733554
6147.746625,50,412.901972
5654.695459,50,413.066945
777.061418,50,413.228541
2515.872671,50,413.383545
5136.431181,50,413.540295
3457.564006,50,413.694266
4930.57599,50,413.843228
4614.561627,50,414.00476
2607.542411,50,414.160268
-981.716518,50,414.30971
6889.38397,50,414.4653
4859.31767,50,414.615541
4825.6466,50,414.766947
2236.506763,50,414.920995
5307.556725,50,415.073
-1436.177576,50,415.222989
3028.304211,50,415.371237
5679.027159,50,415.527668
4938.868505,50,415.680487
4428.389499,50,415.828153
3001.501884,50,415.983008
4284.100843,50,416.139242
5096.095943,50,416.289103
2868.248657,50,416.443507
6.449031,50,416.593871
3970.137727,50,416.745888
5490.877929,50,416.896357
24.892153,50,417.049046
3318.011694,50,417.199164
2224.092479,50,417.347212
3208.828442,50,417.508587
5795.769131,50,417.661757
4429.862492,50,417.814944
6370.243364,50,417.969057
4107.640455,50,418.12629
6571.400021,50,418.281301
5372.942921,50,418.436834
2414.843404,50,418.588599
5937.844913,50,418.741735
1489.968435,50,418.900401
3941.053467,50,419.050228
6196.239046,50,419.203507
3427.170899,50,419.353796
3554.605173,50,419.506073
2872.459171,50,419.659283
5461.095911,50,419.81108
4619.362536,50,419.968089
5572.919819,50,420.116832
6060.513833,50,420.277106
1026.693581,50,420.429144
5256.192854,50,420.578411
6486.15732,50,420.733385
3418.616802,50,420.882452
2296.010092,50,421.031987
1670.715601,50,421.182491
233.820885,50,421.330897
1816.429695,50,421.484017
-299.570066,50,421.631505
1250.012988,50,421.784801
-632.566124,50,421.937313
-856.584234,50,422.089276
969.497278,50,422.251812
1817.546387,50,422.431439
1007.885172,50,422.588713
-1254.445534,50,422.74702
-717.935636,50,422.902973
-1133.908194,50,423.057107
2624.83648,50,423.222366
5519.112261,50,423.375196
3990.212276,50,423.532646
3729.78466,50,423.694128
848.574795,50,423.847043
4175.362991,50,424.004547
2967.700127,50,424.163429
3128.563467,50,424.323066
4834.110495,50,424.485003
-4177.844934,50,424.637706
-2064.11788,50,424.796334
-4065.624499,50,424.952669
-531.13206,50,425.106576
3681.940939,50,425.262742
803.916573,50,425.421189
-2666.291947,50,425.579941
-1957.338945,50,425.739235
-1588.099003,50,425.901134
-409.739424,50,426.054654
377.816515,50,426.210238
-1578.157915,50,426.367936
4186.256804,50,426.530607
-2285.043293,50,426.688654
