episode,q_loss
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,28430.59765625
105,28430.59765625
106,28430.59765625
107,28430.59765625
108,29225.287109375
109,29225.287109375
110,29225.287109375
111,29225.287109375
112,27179.369140625
113,27179.369140625
114,27179.369140625
115,27179.369140625
116,30559.94921875
117,30559.94921875
118,30559.94921875
119,30559.94921875
120,28715.96875
121,28715.96875
122,28715.96875
123,28715.96875
124,30376.732421875
125,30376.732421875
126,30376.732421875
127,30376.732421875
128,31815.13671875
129,31815.13671875
130,31815.13671875
131,31815.13671875
132,31040.4765625
133,31040.4765625
134,31040.4765625
135,31040.4765625
136,26811.884765625
137,26811.884765625
138,26811.884765625
139,26811.884765625
140,28613.203125
141,28613.203125
142,28613.203125
143,28613.203125
144,27798.375
145,27798.375
146,27798.375
147,27798.375
148,28727.44140625
149,28727.44140625
150,28727.44140625
151,28727.44140625
152,29854.76953125
153,29854.76953125
154,29854.76953125
155,29854.76953125
156,26793.21875
157,26793.21875
158,26793.21875
159,26793.21875
160,27295.123046875
161,27295.123046875
162,27295.123046875
163,27295.123046875
164,29533.533203125
165,29533.533203125
166,29533.533203125
167,29533.533203125
168,27581.759765625
169,27581.759765625
170,27581.759765625
171,27581.759765625
172,30552.57421875
173,30552.57421875
174,30552.57421875
175,30552.57421875
176,27764.115234375
177,27764.115234375
178,27764.115234375
179,27764.115234375
180,29492.80078125
181,29492.80078125
182,29492.80078125
183,29492.80078125
184,25050.390625
185,25050.390625
186,25050.390625
187,25050.390625
188,26736.384765625
189,26736.384765625
190,26736.384765625
191,26736.384765625
192,27895.859375
193,27895.859375
194,27895.859375
195,27895.859375
196,28597.2890625
197,28597.2890625
198,28597.2890625
199,28597.2890625
200,28575.263671875
201,28575.263671875
202,28575.263671875
203,28575.263671875
204,28232.24609375
205,28232.24609375
206,28232.24609375
207,28232.24609375
208,26079.03515625
209,26079.03515625
210,26079.03515625
211,26079.03515625
212,27019.439453125
213,27019.439453125
214,27019.439453125
215,27019.439453125
216,28397.43359375
217,28397.43359375
218,28397.43359375
219,28397.43359375
220,29259.953125
221,29259.953125
222,29259.953125
223,29259.953125
224,26603.373046875
225,26603.373046875
226,26603.373046875
227,26603.373046875
228,27417.48828125
229,27417.48828125
230,27417.48828125
231,27417.48828125
