episode,policy_loss,entropy
0,,
1,,
2,,
3,,
4,,
5,4658.6416015625,
6,4658.6416015625,
7,4658.6416015625,
8,4658.6416015625,
9,4658.6416015625,
10,-279.85272216796875,
11,-279.85272216796875,
12,-279.85272216796875,
13,-279.85272216796875,
14,-279.85272216796875,
15,703.3251342773438,
16,703.3251342773438,
17,703.3251342773438,
18,703.3251342773438,
19,703.3251342773438,
20,492.1397399902344,
21,492.1397399902344,
22,492.1397399902344,
23,492.1397399902344,
24,492.1397399902344,
25,1520.0556640625,
26,1520.0556640625,
27,1520.0556640625,
28,1520.0556640625,
29,1520.0556640625,
30,237.94442749023438,
31,237.94442749023438,
32,237.94442749023438,
33,237.94442749023438,
34,237.94442749023438,
35,4946.984375,
36,4946.984375,
37,4946.984375,
38,4946.984375,
39,4946.984375,
40,2394.049560546875,
41,2394.049560546875,
42,2394.049560546875,
43,2394.049560546875,
44,2394.049560546875,
45,1615.0267333984375,
46,1615.0267333984375,
47,1615.0267333984375,
48,1615.0267333984375,
49,1615.0267333984375,
50,2067.560302734375,
51,2067.560302734375,
52,2067.560302734375,
53,2067.560302734375,
54,2067.560302734375,
55,280.85272216796875,
56,280.85272216796875,
57,280.85272216796875,
58,280.85272216796875,
59,280.85272216796875,
60,1666.9866943359375,
61,1666.9866943359375,
62,1666.9866943359375,
63,1666.9866943359375,
64,1666.9866943359375,
65,381.07427978515625,
66,381.07427978515625,
67,381.07427978515625,
68,381.07427978515625,
69,381.07427978515625,
70,1691.2659912109375,
71,1691.2659912109375,
72,1691.2659912109375,
73,1691.2659912109375,
74,1691.2659912109375,
75,3057.33740234375,
76,3057.33740234375,
77,3057.33740234375,
78,3057.33740234375,
79,3057.33740234375,
80,63.566619873046875,
81,63.566619873046875,
82,63.566619873046875,
83,63.566619873046875,
84,63.566619873046875,
85,2340.95458984375,
86,2340.95458984375,
87,2340.95458984375,
88,2340.95458984375,
89,2340.95458984375,
90,1002.4805908203125,
91,1002.4805908203125,
92,1002.4805908203125,
93,1002.4805908203125,
94,1002.4805908203125,
95,1629.5001220703125,
96,1629.5001220703125,
97,1629.5001220703125,
98,1629.5001220703125,
99,1629.5001220703125,
100,4471.8525390625,
101,4471.8525390625,
102,4471.8525390625,
103,4471.8525390625,
104,4471.8525390625,
105,499.97369384765625,
106,499.97369384765625,
107,499.97369384765625,
108,499.97369384765625,
109,499.97369384765625,
110,1522.629638671875,
111,1522.629638671875,
112,1522.629638671875,
113,1522.629638671875,
114,1522.629638671875,
115,72.69987487792969,
116,72.69987487792969,
117,72.69987487792969,
118,72.69987487792969,
119,72.69987487792969,
120,1369.2392578125,
121,1369.2392578125,
122,1369.2392578125,
123,1369.2392578125,
124,1369.2392578125,
125,5584.6259765625,
126,5584.6259765625,
127,5584.6259765625,
128,5584.6259765625,
129,5584.6259765625,
130,3970.35205078125,
