episode,q_loss
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,27420.841796875
105,27420.841796875
106,27420.841796875
107,27420.841796875
108,21381.431640625
109,21381.431640625
110,21381.431640625
111,21381.431640625
112,16277.7529296875
113,16277.7529296875
114,16277.7529296875
115,16277.7529296875
116,16924.986328125
117,16924.986328125
118,16924.986328125
119,16924.986328125
120,11687.80078125
121,11687.80078125
122,11687.80078125
123,11687.80078125
124,13298.4423828125
125,13298.4423828125
126,13298.4423828125
127,13298.4423828125
128,12040.96484375
129,12040.96484375
130,12040.96484375
131,12040.96484375
132,8397.3623046875
133,8397.3623046875
134,8397.3623046875
135,8397.3623046875
136,9010.6845703125
137,9010.6845703125
138,9010.6845703125
139,9010.6845703125
140,8061.80224609375
141,8061.80224609375
142,8061.80224609375
143,8061.80224609375
144,7159.5166015625
145,7159.5166015625
146,7159.5166015625
147,7159.5166015625
148,7177.837890625
149,7177.837890625
150,7177.837890625
151,7177.837890625
152,7507.83984375
153,7507.83984375
154,7507.83984375
155,7507.83984375
156,7440.048828125
157,7440.048828125
158,7440.048828125
159,7440.048828125
160,7243.8955078125
161,7243.8955078125
162,7243.8955078125
163,7243.8955078125
164,5922.6015625
165,5922.6015625
166,5922.6015625
167,5922.6015625
168,5606.26513671875
169,5606.26513671875
170,5606.26513671875
171,5606.26513671875
172,5356.78662109375
173,5356.78662109375
174,5356.78662109375
175,5356.78662109375
176,6597.74365234375
177,6597.74365234375
178,6597.74365234375
179,6597.74365234375
180,6139.00537109375
181,6139.00537109375
182,6139.00537109375
183,6139.00537109375
184,5693.0078125
185,5693.0078125
186,5693.0078125
187,5693.0078125
188,4807.47607421875
189,4807.47607421875
190,4807.47607421875
191,4807.47607421875
192,5646.7490234375
193,5646.7490234375
194,5646.7490234375
195,5646.7490234375
196,4891.95458984375
197,4891.95458984375
198,4891.95458984375
199,4891.95458984375
200,5152.40087890625
201,5152.40087890625
202,5152.40087890625
203,5152.40087890625
204,4790.8349609375
205,4790.8349609375
206,4790.8349609375
207,4790.8349609375
208,4810.26416015625
209,4810.26416015625
210,4810.26416015625
211,4810.26416015625
212,5285.09228515625
213,5285.09228515625
214,5285.09228515625
215,5285.09228515625
216,4289.89453125
217,4289.89453125
218,4289.89453125
219,4289.89453125
