r,l,t
5809.557445,30,3100.02143
7099.518017,30,3100.093227
7028.389368,30,3100.156976
6572.961901,30,3100.219263
6866.606878,30,3100.289453
5773.300906,30,3100.359857
7005.128282,30,3100.432783
8237.488172,30,3100.509179
7083.742353,30,3100.577284
7657.14078,30,3100.649335
6845.057531,30,3100.713813
5112.979598,30,3100.78146
7309.035,30,3100.852169
6394.488681,30,3100.917727
7039.529315,30,3100.985986
4061.240435,30,3101.050858
6957.913846,30,3101.108854
2966.700565,30,3101.16863
7810.608687,30,3101.23518
7928.471888,30,3101.30265
6817.222986,30,3101.370576
8285.919391,30,3101.434565
6991.134592,30,3101.496691
5284.310334,30,3101.568999
5130.129804,30,3101.631972
3303.92929,30,3101.699735
6630.180476,30,3101.758444
6777.357861,30,3101.825549
7188.007521,30,3101.892292
5867.727524,30,3101.963322
1673.529318,30,3102.03171
7646.758872,30,3102.10394
2797.060567,30,3102.964227
7005.886832,30,3103.026213
7239.259007,30,3103.095825
5158.461185,30,3103.159346
6297.774617,30,3103.221315
8057.133995,30,3103.289629
5183.741275,30,3103.356053
7204.69492,30,3103.428338
6318.953796,30,3103.486701
5752.535094,30,3103.553395
5822.805821,30,3103.611506
6356.17133,30,3103.664556
6251.922292,30,3103.722668
4566.6357,30,3103.782358
9367.261478,30,3103.85384
5115.277414,30,3103.924721
4923.553717,30,3103.989591
3088.230186,30,3104.056443
4443.342062,30,3104.126135
5828.325269,30,3104.189065
5726.847614,30,3104.257939
3921.739094,30,3104.334651
6017.002199,30,3104.402257
7015.133342,30,3104.475203
6300.212578,30,3104.544771
5129.762691,30,3104.613189
7789.09992,30,3104.680315
7080.812848,30,3104.747015
7783.714845,30,3104.816544
6787.434273,30,3104.891569
7654.906676,30,3104.961468
5157.833474,30,3105.034392
6121.723537,30,3105.10523
5409.517327,30,3105.172196
5167.510685,30,3106.099079
6663.709619,30,3106.171381
6798.095714,30,3106.240739
6712.526859,30,3106.312076
3426.269821,30,3106.378721
7132.019961,30,3106.456187
5013.968238,30,3106.524862
7299.9309,30,3106.591726
5064.510951,30,3106.661623
7955.834041,30,3106.727825
6793.847445,30,3106.798296
5468.061168,30,3106.870211
6468.328108,30,3106.937555
8258.01322,30,3107.015535
7293.914187,30,3107.084488
6068.072969,30,3107.147985
6287.176612,30,3107.215528
6233.691035,30,3107.292734
6841.045651,30,3107.359155
4473.087586,30,3107.430144
6751.240893,30,3107.505215
6578.602061,30,3107.573228
7867.023377,30,3107.642585
7638.500122,30,3107.715099
6544.095865,30,3107.782659
6712.471767,30,3107.849117
5702.687382,30,3107.917057
5444.71924,30,3107.981225
6954.631312,30,3108.047896
5583.47116,30,3108.110982
5798.299494,30,3108.179826
6704.888807,30,3108.253315
6338.500034,30,3108.320515
5229.888908,30,3108.386652
