episode,q_loss
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,28856.55859375
105,28856.55859375
106,28856.55859375
107,28856.55859375
108,21693.05078125
109,21693.05078125
110,21693.05078125
111,21693.05078125
112,15907.482421875
113,15907.482421875
114,15907.482421875
115,15907.482421875
116,19079.48828125
117,19079.48828125
118,19079.48828125
119,19079.48828125
120,13762.19921875
121,13762.19921875
122,13762.19921875
123,13762.19921875
124,11891.8994140625
125,11891.8994140625
126,11891.8994140625
127,11891.8994140625
128,11669.822265625
129,11669.822265625
130,11669.822265625
131,11669.822265625
132,7297.9697265625
133,7297.9697265625
134,7297.9697265625
135,7297.9697265625
136,8605.767578125
137,8605.767578125
138,8605.767578125
139,8605.767578125
140,6962.07666015625
141,6962.07666015625
142,6962.07666015625
143,6962.07666015625
144,7258.32470703125
145,7258.32470703125
146,7258.32470703125
147,7258.32470703125
148,5495.619140625
149,5495.619140625
150,5495.619140625
151,5495.619140625
152,5932.220703125
153,5932.220703125
154,5932.220703125
155,5932.220703125
156,6522.39111328125
157,6522.39111328125
158,6522.39111328125
159,6522.39111328125
160,7335.501953125
161,7335.501953125
162,7335.501953125
163,7335.501953125
164,5009.44677734375
165,5009.44677734375
166,5009.44677734375
167,5009.44677734375
168,5995.8173828125
169,5995.8173828125
170,5995.8173828125
171,5995.8173828125
172,6377.5810546875
173,6377.5810546875
174,6377.5810546875
175,6377.5810546875
176,6568.8720703125
177,6568.8720703125
178,6568.8720703125
179,6568.8720703125
180,7938.2294921875
181,7938.2294921875
182,7938.2294921875
183,7938.2294921875
184,7495.5078125
185,7495.5078125
186,7495.5078125
187,7495.5078125
188,5733.19873046875
189,5733.19873046875
190,5733.19873046875
191,5733.19873046875
192,5166.673828125
193,5166.673828125
194,5166.673828125
195,5166.673828125
196,5998.8759765625
197,5998.8759765625
198,5998.8759765625
199,5998.8759765625
200,5732.5751953125
201,5732.5751953125
202,5732.5751953125
203,5732.5751953125
204,4591.875
205,4591.875
206,4591.875
207,4591.875
208,3769.417236328125
209,3769.417236328125
210,3769.417236328125
211,3769.417236328125
212,3196.487548828125
213,3196.487548828125
214,3196.487548828125
215,3196.487548828125
216,3401.357177734375
217,3401.357177734375
218,3401.357177734375
219,3401.357177734375
220,3272.577392578125
221,3272.577392578125
