r,l,t
-84861.935798,500,583.308257
-96305.831327,500,584.474974
-88080.271968,500,585.674026
-80096.803622,500,586.934102
-133378.735076,500,588.185945
-125404.567676,500,589.468328
-111767.334609,500,590.810106
-74175.932718,500,592.167498
-22803.236469,500,593.505933
-27505.634842,500,594.936087
-147246.678716,500,596.421185
-73386.418327,500,597.873922
-108357.86112,500,599.337768
-24464.875883,500,600.794845
-100904.085428,500,602.165887
-67827.583145,500,603.614413
-47628.319208,500,604.981299
-33755.584206,500,606.372538
-131816.19572,500,607.843906
-95726.705415,500,609.344746
-26671.809039,500,610.621289
-119595.789961,500,612.02502
-191794.627349,500,613.376436
-84927.282925,500,614.719259
-97203.257074,500,616.244281
-59326.417246,500,617.70316
-99306.316794,500,619.165097
-174362.923674,500,620.571494
-188572.280434,500,621.996992
-147941.464245,500,623.353315
-136832.199796,500,624.739056
-66073.82187,500,626.150722
-48752.779903,500,627.644145
-56530.798106,500,629.078926
-135009.897791,500,630.333735
-364426.564644,500,631.754645
-27131.048874,500,633.197899
-43643.350864,500,634.656037
-102991.877459,500,636.096663
-33345.666092,500,637.584532
-148515.965502,500,639.058396
-89100.75534,500,640.514678
-94409.423651,500,641.984099
-94071.718521,500,643.38675
-105842.250133,500,644.779133
-142285.86163,500,646.183147
-20952.848572,500,647.640205
-118749.368276,500,649.039837
-100274.263234,500,650.477077
-106056.700788,500,651.90844
-22774.946261,500,653.224866
-90545.56701,500,654.435259
-47128.640214,500,655.648737
-52017.498753,500,656.988095
-142744.403959,500,658.463695
-11345.430757,500,659.89434
-68608.511319,500,661.335463
-96546.750149,500,662.776012
-30544.675002,500,664.201303
-93448.978457,500,665.532529
-2548.4998,500,666.883541
-108864.389146,500,668.333211
-151133.947984,500,669.789129
-44999.847861,500,671.163555
-33031.425287,500,672.628228
-36549.478685,500,674.063871
-154629.182003,500,675.483197
-40626.587793,500,676.907127
-24851.591893,500,678.355026
-77931.646711,500,679.781629
-72934.273186,500,681.200127
-210448.857004,500,682.608033
-141576.481806,500,684.001677
-15712.833288,500,685.397338
-110414.563259,500,686.835298
-159212.754024,500,688.310586
-153474.771208,500,689.727616
-14215.032479,500,691.096809
-105601.015203,500,692.494299
8316.48176,500,693.822392
-47337.840521,500,695.276398
-77850.76156,500,696.667365
-66645.259109,500,698.080366
-46821.063872,500,699.482219
-26664.752887,500,700.880925
-91764.970809,500,702.323529
-98915.635057,500,703.698002
-130263.075892,500,705.141737
-20638.452978,500,706.644994
-142676.856347,500,708.076222
-100435.537206,500,709.482922
-107271.886035,500,710.873949
-81058.509024,500,712.311692
-79488.575955,500,713.741369
-80329.928551,500,715.004699
-62583.536599,500,716.257662
-107148.694596,500,717.521807
-71676.818496,500,718.794297
-32961.726506,500,720.062401
-17949.606682,500,721.329786
