episode,q_loss
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,
104,29526.771484375
105,29526.771484375
106,29526.771484375
107,29526.771484375
108,28880.6484375
109,28880.6484375
110,28880.6484375
111,28880.6484375
112,26594.76171875
113,26594.76171875
114,26594.76171875
115,26594.76171875
116,30167.646484375
117,30167.646484375
118,30167.646484375
119,30167.646484375
120,28227.978515625
121,28227.978515625
122,28227.978515625
123,28227.978515625
124,30618.50390625
125,30618.50390625
126,30618.50390625
127,30618.50390625
128,31945.068359375
129,31945.068359375
130,31945.068359375
131,31945.068359375
132,31410.86328125
133,31410.86328125
134,31410.86328125
135,31410.86328125
136,25593.9609375
137,25593.9609375
138,25593.9609375
139,25593.9609375
140,28367.51953125
141,28367.51953125
142,28367.51953125
143,28367.51953125
144,28007.630859375
145,28007.630859375
146,28007.630859375
147,28007.630859375
148,28202.51171875
149,28202.51171875
150,28202.51171875
151,28202.51171875
152,29978.8046875
153,29978.8046875
154,29978.8046875
155,29978.8046875
156,25962.814453125
157,25962.814453125
158,25962.814453125
159,25962.814453125
160,28597.296875
161,28597.296875
162,28597.296875
163,28597.296875
164,29564.259765625
165,29564.259765625
166,29564.259765625
167,29564.259765625
168,27351.4375
169,27351.4375
170,27351.4375
171,27351.4375
172,30810.11328125
173,30810.11328125
174,30810.11328125
175,30810.11328125
176,27626.19140625
177,27626.19140625
178,27626.19140625
179,27626.19140625
180,29656.5625
181,29656.5625
182,29656.5625
183,29656.5625
184,25184.33203125
185,25184.33203125
186,25184.33203125
187,25184.33203125
188,27360.396484375
189,27360.396484375
190,27360.396484375
191,27360.396484375
192,27567.16796875
193,27567.16796875
194,27567.16796875
195,27567.16796875
196,28990.162109375
197,28990.162109375
198,28990.162109375
199,28990.162109375
200,28945.8828125
201,28945.8828125
202,28945.8828125
203,28945.8828125
204,27907.140625
205,27907.140625
206,27907.140625
207,27907.140625
208,25627.70703125
209,25627.70703125
210,25627.70703125
211,25627.70703125
212,26521.529296875
213,26521.529296875
214,26521.529296875
215,26521.529296875
216,28741.06640625
217,28741.06640625
218,28741.06640625
219,28741.06640625
220,29431.486328125
221,29431.486328125
222,29431.486328125
223,29431.486328125
224,26772.642578125
225,26772.642578125
226,26772.642578125
227,26772.642578125
228,27149.361328125
229,27149.361328125
