r,l,t
-88244.828431,500,438.069833
-89786.575714,500,439.129194
-89361.171587,500,440.207449
-87658.215991,500,441.291878
-73192.179049,500,442.406128
-74845.304305,500,443.535533
-100978.905268,500,444.747623
-59901.221396,500,446.101889
-75325.532104,500,447.476298
-60861.018509,500,448.862753
-22333.122714,500,450.160218
-56133.967224,500,451.483692
-63303.428887,500,452.89234
-31880.008857,500,454.2759
-43284.033667,500,455.657345
-64036.751989,500,457.071209
-87653.275617,500,458.475741
-37831.115683,500,459.908505
-41911.00333,500,461.34388
-76371.965116,500,462.635387
-159178.024869,500,463.98559
-53677.118893,500,465.303602
-110566.09929,500,466.659816
-31472.696155,500,468.046013
-21918.549636,500,469.398099
-45737.893432,500,470.796591
-70114.447074,500,472.231911
-83727.335274,500,473.629291
-70034.496166,500,475.027608
-156761.042106,500,476.500524
-35684.491598,500,477.874879
-95178.81825,500,479.290846
-59977.137388,500,480.714986
-182307.571111,500,482.162832
-110838.038304,500,483.600547
-57120.742863,500,485.05226
-120443.639847,500,486.423465
-108417.805831,500,487.814712
-53960.478312,500,489.284803
-142584.937134,500,490.721355
-85730.152087,500,492.148925
-71343.36421,500,493.578673
-75985.906841,500,495.154948
-119709.644869,500,496.707833
-137859.488074,500,498.07314
-78291.67728,500,499.447733
-89004.099672,500,500.857618
-81797.242006,500,502.26973
-21802.762131,500,503.632684
-125505.18282,500,505.040974
-5572.880041,500,506.412977
-49769.993199,500,507.70188
-62111.736626,500,509.018125
-94356.988574,500,510.39734
-97423.807346,500,511.859702
-183200.771822,500,513.183584
-55014.894519,500,514.590722
-31722.93251,500,516.021444
-103196.411861,500,517.399951
-61021.720537,500,518.84537
-43289.285992,500,520.280116
-109774.761665,500,521.649118
-65224.741285,500,523.09409
-71896.270572,500,524.408556
-76751.900346,500,525.773607
-80029.345125,500,527.079476
-47014.853408,500,528.481504
-82593.277385,500,529.886262
-34739.936984,500,531.304337
-60123.11474,500,532.703522
-212218.80444,500,534.104676
-32801.681631,500,535.48827
-128748.577411,500,536.806975
-187568.264444,500,538.075907
-165165.705191,500,539.360841
-54280.158468,500,540.724697
-82039.341612,500,542.174795
-120418.686955,500,543.58745
-98975.74185,500,544.916919
-98021.215688,500,546.303711
-141377.108743,500,547.627131
-103049.223546,500,549.07152
-190918.030987,500,550.415364
-177173.46222,500,551.84183
-83896.996842,500,553.219864
-82562.873366,500,554.620262
-93261.790903,500,556.024008
-16990.338392,500,557.424196
-26225.480141,500,558.855552
-40615.048747,500,560.262078
-83014.48742,500,561.532716
-64918.744508,500,562.864874
-110002.14162,500,564.324628
-76408.996453,500,565.660875
-35118.914211,500,567.127654
-135263.065508,500,568.496033
-97120.624189,500,569.741436
-167270.545467,500,570.986067
-185601.977989,500,572.238983
-89167.086943,500,573.483826
