r,l,t
-86390.368151,500,1838.830448
-77206.651642,500,1840.532845
-26329.043681,500,1842.190637
6769.135582,500,1843.864799
5439.10137,500,1845.507192
9047.975893,500,1847.113101
9544.674966,500,1848.694503
10718.89393,500,1850.270869
6941.425144,500,1851.871651
8971.081631,500,1853.426119
9198.78214,500,1855.068387
7060.821893,500,1856.597358
7369.109108,500,1858.234384
5500.733204,500,1859.820528
10447.043359,500,1861.337089
5448.013383,500,1862.92206
8711.015624,500,1864.570769
8703.910664,500,1866.248658
7222.674408,500,1868.014263
9861.037388,500,1869.829262
12043.223531,500,1871.249311
4407.831495,500,1872.910621
9583.003912,500,1874.553766
5612.140116,500,1876.173353
9728.463555,500,1877.771839
11907.480858,500,1879.396714
10401.496913,500,1881.097115
12115.238215,500,1882.616219
11523.581312,500,1884.248395
11029.689031,500,1885.858802
12358.382309,500,1887.469821
5253.644246,500,1889.119714
9452.214239,500,1890.785966
7385.202683,500,1892.408648
6582.43343,500,1894.057501
6681.87287,500,1895.695845
11495.927197,500,1897.351965
8136.267241,500,1898.738525
9311.108167,500,1900.277911
9742.417193,500,1901.91115
10111.556166,500,1903.510071
5716.934368,500,1905.12425
9501.75371,500,1906.746042
4121.462287,500,1908.358751
5953.073917,500,1909.9653
10426.46066,500,1911.44245
10716.432308,500,1913.076975
11638.476084,500,1914.756502
7542.317809,500,1916.403023
10141.109506,500,1918.04539
7933.476323,500,1919.697909
9005.437614,500,1921.3534
5004.729599,500,1922.982004
11928.212648,500,1924.620763
-16501.185522,500,1926.288969
10235.829616,500,1927.908833
305.194536,500,1929.518044
5040.292022,500,1931.164188
395.040443,500,1932.79096
-1141.422454,500,1934.451656
-832.352397,500,1936.074635
12496.253882,500,1937.685052
-20988.722668,500,1939.311001
5476.282489,500,1940.943459
6679.155015,500,1942.596498
3133.0441,500,1944.261892
6010.752312,500,1945.90819
40836.669494,500,1947.529848
45913.172306,500,1949.115267
44528.555197,500,1950.727427
44891.463126,500,1952.28755
45405.859037,500,1953.809828
45529.484024,500,1955.342857
44632.767116,500,1956.918499
45000.0,500,1958.596677
44828.601757,500,1960.231547
45000.0,500,1961.896721
44720.0,500,1963.535946
45386.655035,500,1965.119055
44860.0,500,1966.643792
45000.0,500,1968.133114
45000.0,500,1969.783522
45000.0,500,1971.28488
45000.0,500,1972.670231
45000.0,500,1974.06969
45000.0,500,1975.464542
45000.0,500,1976.933809
45000.0,500,1978.351697
45000.0,500,1979.907849
45000.0,500,1981.380272
45000.0,500,1982.686932
45000.0,500,1984.005016
45000.0,500,1985.494838
45000.0,500,1987.153301
45000.0,500,1988.78311
45000.0,500,1990.376094
45000.0,500,1991.972485
45000.0,500,1993.637336
45000.0,500,1995.176961
45000.0,500,1996.772683
