Time Step,Coverage_Gauteng,Coverage_KwaZulu-Natal,Coverage_Western Cape,Coverage_Eastern Cape,Coverage_Limpopo,Coverage_Mpumalanga,Coverage_North West,Coverage_Free State,Coverage_Northern Cape,Incidence_Gauteng,Incidence_KwaZulu-Natal,Incidence_Western Cape,Incidence_Eastern Cape,Incidence_Limpopo,Incidence_Mpumalanga,Incidence_North West,Incidence_Free State,Incidence_Northern Cape
19,0.37905002,0.24804169,0.228,0.1437,0.14249998,0.20764287,0.19,0.36643502,0.4655,0.007969717,0.0099852,0.0049886,0.0069899433,0.0059914524,0.007983388,0.0059885997,0.0069743656,0.0039813803
20,0.37905002,0.31533337,0.228,0.1437,0.14249998,0.3806786,0.19,0.36643502,0.4655,0.007969717,0.009978481,0.0049886,0.0069899433,0.0059914524,0.007969574,0.0059885997,0.0069743656,0.0039813803
21,0.37905002,0.31533337,0.228,0.1437,0.14249998,0.3806786,0.19,0.36643502,0.54635,0.007969717,0.009978481,0.0049886,0.0069899433,0.0059914524,0.007969574,0.0059885997,0.0069743656,0.0039781616
22,0.37905002,0.32234585,0.228,0.1437,0.14249998,0.3806786,0.19,0.36643502,0.54635,0.007969717,0.00997778,0.0049886,0.0069899433,0.0059914524,0.007969574,0.0059885997,0.0069743656,0.0039781616
23,0.37905002,0.32234585,0.228,0.1437,0.14249998,0.58832145,0.19,0.36643502,0.54635,0.007969717,0.00997778,0.0049886,0.0069899433,0.0059914524,0.007953025,0.0059885997,0.0069743656,0.0039781616
24,0.37905002,0.32234585,0.228,0.1437,0.14249998,0.6424179,0.19,0.36643502,0.54635,0.007969717,0.00997778,0.0049886,0.0069899433,0.0059914524,0.007948723,0.0059885997,0.0069743656,0.0039781616
25,0.37905002,0.32234585,0.228,0.1437,0.14249998,0.6424179,0.19,0.36643502,0.54635,0.007969717,0.00997778,0.0049886,0.0069899433,0.0059914524,0.007948723,0.0059885997,0.0069743656,0.0039781616
26,0.37905002,0.32234585,0.228,0.1437,0.14249998,0.7808465,0.19,0.36643502,0.54635,0.007969717,0.00997778,0.0049886,0.0069899433,0.0059914524,0.00793772,0.0059885997,0.0069743656,0.0039781616
27,0.37905002,0.32234585,0.228,0.1437,0.14249998,0.7808465,0.19,0.46333504,0.54635,0.007969717,0.00997778,0.0049886,0.0069899433,0.0059914524,0.00793772,0.0059885997,0.0069676074,0.0039781616
28,0.37905002,0.32234585,0.228,0.1437,0.14249998,0.7808465,0.19,0.46333504,0.667625,0.007969717,0.00997778,0.0049886,0.0069899433,0.0059914524,0.00793772,0.0059885997,0.0069676074,0.003973337
29,0.37905002,0.32234585,0.228,0.1437,0.21374997,0.7808465,0.19,0.46333504,0.667625,0.007969717,0.00997778,0.0049886,0.0069899433,0.005987183,0.00793772,0.0059885997,0.0069676074,0.003973337
30,0.37905002,0.32234585,0.228,0.1437,0.21374997,0.7808465,0.19,0.46333504,0.667625,0.007969717,0.00997778,0.0049886,0.0069899433,0.005987183,0.00793772,0.0059885997,0.0069676074,0.003973337
31,0.37905002,0.32234585,0.228,0.1437,0.21374997,0.7808465,0.19,0.46333504,0.667625,0.007969717,0.00997778,0.0049886,0.0069899433,0.005987183,0.00793772,0.0059885997,0.0069676074,0.003973337
32,0.37905002,0.32234585,0.228,0.1437,0.26718748,0.7808465,0.285,0.46333504,0.900375,0.007969717,0.00997778,0.0049886,0.0069899433,0.005983984,0.00793772,0.0059829107,0.0069676074,0.003964089
33,0.37905002,0.32234585,0.266,0.1437,0.26718748,0.7808465,0.285,0.46333504,0.900375,0.007969717,0.00997778,0.0049867043,0.0069899433,0.005983984,0.00793772,0.0059829107,0.0069676074,0.003964089
34,0.37905002,0.32234585,0.2858,0.1437,0.26718748,0.7808465,0.285,0.46333504,0.900375,0.007969717,0.00997778,0.004985717,0.0069899433,0.005983984,0.00793772,0.0059829107,0.0069676074,0.003964089
35,0.37905002,0.3358042,0.2858,0.1437,0.26718748,0.7808465,0.285,0.46333504,0.900375,0.007969717,0.009976437,0.004985717,0.0069899433,0.005983984,0.00793772,0.0059829107,0.0069676074,0.003964089
36,0.37905002,0.3358042,0.2858,0.1437,0.26718748,0.7808465,0.285,0.46333504,0.900375,0.007969717,0.009976437,0.004985717,0.0069899433,0.005983984,0.00793772,0.0059829107,0.0069676074,0.003964089
37,0.37905002,0.3358042,0.3452,0.1437,0.26718748,0.7808465,0.285,0.46333504,0.900375,0.007969717,0.009976437,0.0049827555,0.0069899433,0.005983984,0.00793772,0.0059829107,0.0069676074,0.003964089
38,0.37905002,0.3358042,0.3452,0.1437,0.37406248,0.7808465,0.285,0.46333504,0.900375,0.007969717,0.009976437,0.0049827555,0.0069899433,0.0059775887,0.00793772,0.0059829107,0.0069676074,0.003964089
39,0.37905002,0.3358042,0.3452,0.1437,0.37406248,0.7808465,0.41166666,0.46333504,0.900375,0.007969717,0.009976437,0.0049827555,0.0069899433,0.0059775887,0.00793772,0.0059753326,0.0069676074,0.003964089
40,0.37905002,0.3358042,0.3452,0.1437,0.37406248,0.7808465,0.41166666,0.46333504,0.900375,0.007969717,0.009976437,0.0049827555,0.0069899433,0.0059775887,0.00793772,0.0059753326,0.0069676074,0.003964089
41,0.41196752,0.3358042,0.3452,0.1437,0.37406248,0.7808465,0.41166666,0.46333504,0.900375,0.007967093,0.009976437,0.0049827555,0.0069899433,0.0059775887,0.00793772,0.0059753326,0.0069676074,0.003964089
42,0.41196752,0.3358042,0.3452,0.1437,0.37406248,0.7808465,0.41166666,0.46333504,0.900375,0.007967093,0.009976437,0.0049827555,0.0069899433,0.0059775887,0.00793772,0.0059753326,0.0069676074,0.003964089
43,0.41196752,0.3358042,0.3452,0.1437,0.37406248,0.7808465,0.41166666,0.46333504,0.900375,0.007967093,0.009976437,0.0049827555,0.0069899433,0.0059775887,0.00793772,0.0059753326,0.0069676074,0.003964089
44,0.42294002,0.3436417,0.365,0.1536,0.38566405,0.7988786,0.42816666,0.48858005,0.9408,0.0079662185,0.009975655,0.004981769,0.0069892514,0.0059768953,0.007936289,0.005974347,0.0069658486,0.0039624865
45,0.42294002,0.3436417,0.365,0.1536,0.38566405,0.7988786,0.42816666,0.48858005,0.9408,0.0079662185,0.009975655,0.004981769,0.0069892514,0.0059768953,0.007936289,0.005974347,0.0069658486,0.0039624865
46,0.42294002,0.3436417,0.365,0.17340001,0.38566405,0.7988786,0.42816666,0.48858005,0.9408,0.0079662185,0.009975655,0.004981769,0.0069878674,0.0059768953,0.007936289,0.005974347,0.0069658486,0.0039624865
47,0.42294002,0.3436417,0.365,0.17340001,0.38566405,0.7988786,0.42816666,0.48858005,1.0,0.0079662185,0.009975655,0.004981769,0.0069878674,0.0059768953,0.007936289,0.005974347,0.0069658486,0.003944041
48,0.42294002,0.3436417,0.365,0.17340001,0.38566405,0.7988786,0.42816666,0.53703004,1.0,0.0079662185,0.009975655,0.004981769,0.0069878674,0.0059768953,0.007936289,0.005974347,0.0069624735,0.003944041
49,0.42294002,0.3436417,0.365,0.17340001,0.38566405,0.7988786,0.42816666,0.53703004,1.0,0.0079662185,0.009975655,0.004981769,0.0069878674,0.0059768953,0.007936289,0.005974347,0.0069624735,0.003944041
50,0.45585752,0.3436417,0.365,0.17340001,0.38566405,0.7988786,0.42816666,0.53703004,1.0,0.007963596,0.009975655,0.004981769,0.0069878674,0.0059768953,0.007936289,0.005974347,0.0069624735,0.003944041
51,0.45585752,0.3436417,0.365,0.17340001,0.38566405,0.7988786,0.42816666,0.53703004,1.0,0.007963596,0.009975655,0.004981769,0.0069878674,0.0059768953,0.007936289,0.005974347,0.0069624735,0.003944041
52,0.45585752,0.3436417,0.365,0.17340001,0.3972656,0.7988786,0.42816666,0.53703004,1.0,0.007963596,0.009975655,0.004981769,0.0069878674,0.005976202,0.007936289,0.005974347,0.0069624735,0.003944041
53,0.45585752,0.3436417,0.365,0.17340001,0.3972656,0.7988786,0.42816666,0.53703004,1.0,0.007963596,0.009975655,0.004981769,0.0069878674,0.005976202,0.007936289,0.005974347,0.0069624735,0.003944041
54,0.4979742,0.3436417,0.365,0.17340001,0.3972656,0.7988786,0.42816666,0.53703004,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.005976202,0.007936289,0.005974347,0.0069624735,0.003944041
55,0.4979742,0.3436417,0.365,0.17340001,0.3972656,0.8334857,0.42816666,0.53703004,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.005976202,0.007933542,0.005974347,0.0069624735,0.003944041
56,0.4979742,0.3436417,0.365,0.17340001,0.3972656,0.8334857,0.45983332,0.53703004,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.005976202,0.007933542,0.005972455,0.0069624735,0.003944041
57,0.4979742,0.3436417,0.365,0.17340001,0.3972656,0.8334857,0.45983332,0.53703004,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.005976202,0.007933542,0.005972455,0.0069624735,0.003942447
58,0.4979742,0.3436417,0.365,0.17340001,0.3972656,0.9719143,0.45983332,0.53703004,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.005976202,0.00792256,0.005972455,0.0069624735,0.003942447
59,0.4979742,0.3436417,0.365,0.17340001,0.3972656,0.9719143,0.45983332,0.53703004,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.005976202,0.00792256,0.005972455,0.0069624735,0.003942447
60,0.4979742,0.3436417,0.365,0.17340001,0.3972656,0.9719143,0.45983332,0.53703004,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.005976202,0.00792256,0.005972455,0.0069624735,0.003938804
61,0.4979742,0.3436417,0.365,0.17340001,0.3972656,0.9719143,0.5865,0.53703004,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.005976202,0.00792256,0.0059648897,0.0069624735,0.003938804
62,0.4979742,0.3436417,0.365,0.17340001,0.40886718,0.9719143,0.5865,0.53703004,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.0059755086,0.00792256,0.0059648897,0.0069624735,0.003938804
63,0.4979742,0.3436417,0.365,0.17340001,0.40886718,0.9719143,0.5865,0.53703004,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.0059755086,0.00792256,0.0059648897,0.0069624735,0.003938804
64,0.4979742,0.3436417,0.365,0.17340001,0.40886718,0.9719143,0.5865,0.63393,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.0059755086,0.00792256,0.0059648897,0.006955727,0.003938804
65,0.4979742,0.3436417,0.365,0.17340001,0.5424609,0.9719143,0.5865,0.63393,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.0059675258,0.00792256,0.0059648897,0.006955727,0.003938804
66,0.4979742,0.3436417,0.365,0.17340001,0.5424609,0.9719143,0.5865,0.63393,1.0,0.007960242,0.009975655,0.004981769,0.0069878674,0.0059675258,0.00792256,0.0059648897,0.006955727,0.0039353115
67,0.52204084,0.3436417,0.365,0.17340001,0.5424609,0.9719143,0.5865,0.63393,1.0,0.0079583265,0.009975655,0.004981769,0.0069878674,0.0059675258,0.00792256,0.0059648897,0.006955727,0.0039353115
68,0.52204084,0.3436417,0.365,0.17340001,0.5424609,0.9719143,0.6181667,0.63393,1.0,0.0079583265,0.009975655,0.004981769,0.0069878674,0.0059675258,0.00792256,0.0059630005,0.006955727,0.0039353115
69,0.52204084,0.3671542,0.365,0.17340001,0.5424609,0.9719143,0.6181667,0.63393,1.0,0.0079583265,0.009973309,0.004981769,0.0069878674,0.0059675258,0.00792256,0.0059630005,0.006955727,0.0039353115
70,0.52204084,0.3671542,0.365,0.19240001,0.5424609,0.9719143,0.6181667,0.63393,1.0,0.0079583265,0.009973309,0.004981769,0.00698654,0.0059675258,0.00792256,0.0059630005,0.006955727,0.0039353115
71,0.52204084,0.3671542,0.365,0.19240001,0.5424609,1.0,0.6181667,0.63393,1.0,0.0079583265,0.009973309,0.004981769,0.00698654,0.0059675258,0.007919703,0.0059630005,0.006955727,0.0039353115
72,0.52204084,0.3671542,0.365,0.19240001,0.5424609,1.0,0.6181667,0.63393,1.0,0.0079583265,0.009973309,0.004981769,0.00698654,0.0059675258,0.007919703,0.0059630005,0.006955727,0.0039353115
73,0.52204084,0.3671542,0.365,0.19240001,0.5424609,1.0,0.6181667,0.63393,1.0,0.0079583265,0.009973309,0.004981769,0.00698654,0.0059675258,0.007913899,0.0059630005,0.006955727,0.0039353115
74,0.52204084,0.3671542,0.54550004,0.19240001,0.5424609,1.0,0.6181667,0.63393,1.0,0.0079583265,0.009973309,0.004972777,0.00698654,0.0059675258,0.007913899,0.0059630005,0.006955727,0.0039353115
75,0.52204084,0.3671542,0.54550004,0.19240001,0.5424609,1.0,0.6181667,0.63393,1.0,0.0079583265,0.009973309,0.004972777,0.00698654,0.0059675258,0.007913899,0.0059630005,0.006955727,0.0039353115
76,0.52204084,0.3671542,0.59062505,0.19240001,0.5424609,1.0,0.6181667,0.63393,1.0,0.0079583265,0.009973309,0.004970533,0.00698654,0.0059675258,0.007913899,0.0059630005,0.006955727,0.0039353115
77,0.52204084,0.47798753,0.59062505,0.19240001,0.5424609,1.0,0.6181667,0.63393,1.0,0.0079583265,0.009962255,0.004970533,0.00698654,0.0059675258,0.007913899,0.0059630005,0.006955727,0.0039353115
78,0.52204084,0.47798753,0.59062505,0.19240001,0.61371094,1.0,0.7191042,0.63393,1.0,0.0079583265,0.009962255,0.004970533,0.00698654,0.005963274,0.007913899,0.0059569813,0.006955727,0.003924096
79,0.52204084,0.47798753,0.59062505,0.19240001,0.61371094,1.0,0.7191042,0.63393,1.0,0.0079583265,0.009962255,0.004970533,0.00698654,0.005963274,0.007913899,0.0059569813,0.006955727,0.0039091846
80,0.52204084,0.5888209,0.59062505,0.19240001,0.61371094,1.0,0.7191042,0.63393,1.0,0.0079583265,0.009951213,0.004970533,0.00698654,0.005963274,0.007913899,0.0059569813,0.006955727,0.0039091846
81,0.52204084,0.5888209,0.66116256,0.19240001,0.61371094,1.0,0.7191042,0.63393,1.0,0.0079583265,0.009951213,0.004967027,0.00698654,0.005963274,0.007913899,0.0059569813,0.006955727,0.0039091846
82,0.52204084,0.5888209,0.66116256,0.19240001,0.61371094,1.0,0.7191042,0.63393,1.0,0.0079583265,0.009951213,0.004967027,0.00698654,0.005963274,0.007913899,0.0059569813,0.006955727,0.0039091846
83,0.6740408,0.5888209,0.66116256,0.19240001,0.61371094,1.0,0.7191042,0.63393,1.0,0.0079462305,0.009951213,0.004967027,0.00698654,0.005963274,0.007913899,0.0059569813,0.006955727,0.0039091846
84,0.82604074,0.5888209,0.66116256,0.19240001,0.61371094,1.0,0.7191042,0.63393,1.0,0.007934152,0.009951213,0.004967027,0.00698654,0.005963274,0.007913899,0.0059569813,0.006955727,0.0039091846
85,0.82604074,0.5888209,0.66116256,0.19240001,0.61371094,1.0,0.7191042,0.83913004,1.0,0.007934152,0.009951213,0.004967027,0.00698654,0.005963274,0.007913899,0.0059569813,0.006941454,0.0039091846
86,0.82604074,0.60807085,0.66116256,0.19240001,0.61371094,1.0,0.7191042,0.83913004,1.0,0.007934152,0.009949298,0.004967027,0.00698654,0.005963274,0.007913899,0.0059569813,0.006941454,0.0039091846
87,0.82604074,0.60807085,0.66116256,0.19240001,0.61371094,1.0,0.7191042,0.83913004,1.0,0.007934152,0.009949298,0.004967027,0.00698654,0.005963274,0.007913899,0.0059569813,0.006941454,0.0039091846
88,0.82604074,0.60807085,0.66116256,0.19240001,0.61371094,1.0,0.73663545,0.83913004,1.0,0.007934152,0.009949298,0.004967027,0.00698654,0.005963274,0.007913899,0.0059559373,0.006941454,0.0039091846
89,0.86404073,0.6357792,0.72885007,0.22268125,0.6493359,1.0,0.7871042,0.91608006,1.0,0.007931137,0.009946541,0.004963665,0.0069844243,0.0059611495,0.007909066,0.0059529315,0.0069361124,0.003903614
90,0.86404073,0.6357792,0.72885007,0.22268125,0.6493359,1.0,0.7871042,0.91608006,1.0,0.007931137,0.009946541,0.004963665,0.0069844243,0.0059611495,0.007909066,0.0059529315,0.0069361124,0.0039016816
91,0.86404073,0.6357792,0.72885007,0.24286875,0.6493359,1.0,0.7871042,0.91608006,1.0,0.007931137,0.009946541,0.004963665,0.0069830143,0.0059611495,0.007909066,0.0059529315,0.0069361124,0.0039016816
92,0.86404073,0.6357792,0.72885007,0.24286875,0.7918359,1.0,0.7871042,0.91608006,1.0,0.007931137,0.009946541,0.004963665,0.0069830143,0.005952655,0.007909066,0.0059529315,0.0069361124,0.0039016816
93,0.86404073,0.6357792,0.72885007,0.24286875,0.7918359,1.0,0.7871042,0.91608006,1.0,0.007931137,0.009946541,0.004963665,0.0069830143,0.005952655,0.007909066,0.0059529315,0.0069361124,0.0038979752
94,0.86404073,0.6357792,0.72885007,0.24286875,0.7918359,1.0,0.7871042,0.91608006,1.0,0.007931137,0.009946541,0.004963665,0.0069830143,0.005952655,0.007909066,0.0059529315,0.0069361124,0.0038960457
95,0.86404073,0.6357792,0.72885007,0.24286875,0.7918359,1.0,0.7871042,0.91608006,1.0,0.007931137,0.009946541,0.004963665,0.0069830143,0.005952655,0.007909066,0.0059529315,0.0069361124,0.0038960457
96,0.86404073,0.6357792,0.72885007,0.36399376,0.7918359,1.0,0.7871042,0.91608006,1.0,0.007931137,0.009946541,0.004963665,0.0069745565,0.005952655,0.007909066,0.0059529315,0.0069361124,0.0038960457
97,0.9020407,0.66348755,0.7965376,0.394275,0.8274609,1.0,0.83757293,0.9930301,1.0,0.007928124,0.009943785,0.004960305,0.0069724447,0.0059505343,0.007904236,0.005949927,0.006930775,0.0038904937
98,0.9020407,0.66348755,0.7965376,0.394275,0.8274609,1.0,0.83757293,0.9930301,1.0,0.007928124,0.009943785,0.004960305,0.0069724447,0.0059505343,0.007904236,0.005949927,0.006930775,0.0038904937
99,0.9020407,0.66348755,0.7965376,0.394275,0.8274609,1.0,0.83757293,0.9930301,1.0,0.007928124,0.009943785,0.004960305,0.0069724447,0.0059505343,0.007904236,0.005949927,0.006930775,0.0038904937
100,0.9020407,0.66348755,0.7965376,0.394275,0.8274609,1.0,0.83757293,0.9930301,1.0,0.007928124,0.009943785,0.004960305,0.0069724447,0.0059505343,0.007904236,0.005949927,0.006930775,0.0038904937
101,0.955874,0.66348755,0.7965376,0.394275,0.8274609,1.0,0.83757293,0.9930301,1.0,0.007923855,0.009943785,0.004960305,0.0069724447,0.0059505343,0.007904236,0.005949927,0.006930775,0.0038904937
102,0.955874,0.66348755,0.7965376,0.394275,0.8274609,1.0,0.83757293,0.9930301,1.0,0.007923855,0.009943785,0.004960305,0.0069724447,0.0059505343,0.007904236,0.005949927,0.006930775,0.0038904937
103,0.955874,0.66348755,0.7965376,0.394275,0.8274609,1.0,0.9115938,0.9930301,1.0,0.007923855,0.009943785,0.004960305,0.0069724447,0.0059505343,0.007904236,0.005945523,0.006930775,0.0038904937
104,0.969899,0.67380005,0.82005006,0.40584564,0.84354836,1.0,0.93087816,1.0,1.0,0.007922744,0.00994276,0.0049591386,0.006971638,0.005949577,0.007902419,0.0059443763,0.006928768,0.0038884475
105,0.969899,0.67380005,0.82005006,0.40584564,0.84354836,1.0,0.93087816,1.0,1.0,0.007922744,0.00994276,0.0049591386,0.006971638,0.005949577,0.007902419,0.0059443763,0.006928768,0.0038884475
106,0.969899,0.67380005,0.82005006,0.40584564,0.84354836,1.0,0.93087816,1.0,1.0,0.007922744,0.00994276,0.0049591386,0.006971638,0.005949577,0.007902419,0.0059443763,0.006928768,0.0038884475
107,0.969899,0.67380005,1.0,0.40584564,0.84354836,1.0,0.93087816,1.0,1.0,0.007922744,0.00994276,0.004950187,0.006971638,0.005949577,0.007902419,0.0059443763,0.006928768,0.0038884475
108,0.969899,0.67380005,1.0,0.40584564,0.84354836,1.0,0.93087816,1.0,1.0,0.007922744,0.00994276,0.004950187,0.006971638,0.005949577,0.007902419,0.0059443763,0.006928768,0.0038884475
109,0.969899,0.67380005,1.0,0.40584564,0.84354836,1.0,0.93087816,1.0,1.0,0.007922744,0.00994276,0.004950187,0.006971638,0.005949577,0.007902419,0.0059443763,0.006928768,0.0038884475
110,0.969899,0.67380005,1.0,0.4280519,0.84354836,1.0,0.93087816,1.0,1.0,0.007922744,0.00994276,0.004950187,0.00697009,0.005949577,0.007902419,0.0059443763,0.006928768,0.0038884475
111,0.969899,0.67380005,1.0,0.4280519,0.84354836,1.0,0.93087816,1.0,1.0,0.007922744,0.00994276,0.004950187,0.00697009,0.005949577,0.007900603,0.0059443763,0.006928768,0.0038884475
112,0.969899,0.67380005,1.0,0.4280519,0.84354836,1.0,0.93087816,1.0,1.0,0.007922744,0.00994276,0.004950187,0.00697009,0.005949577,0.007896972,0.0059443763,0.006928768,0.0038884475
113,0.969899,0.70473754,1.0,0.4280519,0.84354836,1.0,0.93087816,1.0,1.0,0.007922744,0.009939684,0.004950187,0.00697009,0.005949577,0.007896972,0.0059443763,0.006928768,0.0038884475
114,0.969899,0.70473754,1.0,0.4280519,0.8744234,1.0,0.93087816,1.0,1.0,0.007922744,0.009939684,0.004950187,0.00697009,0.00594774,0.007896972,0.0059443763,0.006928768,0.0038884475
115,0.969899,0.70473754,1.0,0.4280519,0.8744234,1.0,0.93087816,1.0,1.0,0.007922744,0.009939684,0.004941252,0.00697009,0.00594774,0.007896972,0.0059443763,0.006928768,0.0038884475
116,0.969899,0.70473754,1.0,0.4280519,0.8744234,1.0,0.93087816,1.0,1.0,0.007922744,0.009939684,0.004941252,0.00697009,0.00594774,0.007896972,0.0059443763,0.0069249175,0.0038884475
117,0.969899,0.70473754,1.0,0.43962252,0.8744234,1.0,0.93087816,1.0,1.0,0.007922744,0.009939684,0.004941252,0.0069692833,0.00594774,0.007896972,0.0059443763,0.0069249175,0.0038884475
118,0.969899,0.70473754,1.0,0.43962252,0.8744234,1.0,0.93087816,1.0,1.0,0.007922744,0.009939684,0.004941252,0.0069692833,0.00594774,0.007896972,0.0059443763,0.0069172205,0.0038884475
119,0.999599,0.70473754,1.0,0.43962252,0.8744234,1.0,0.93087816,1.0,1.0,0.007920391,0.009939684,0.004941252,0.0069692833,0.00594774,0.007896972,0.0059443763,0.0069172205,0.0038884475
120,0.999599,0.70473754,1.0,0.43962252,0.8744234,1.0,0.93087816,1.0,1.0,0.007920391,0.009939684,0.004941252,0.0069692833,0.00594774,0.007896972,0.0059443763,0.006909532,0.0038884475
121,0.999599,0.72536254,1.0,0.43962252,0.8744234,1.0,0.93087816,1.0,1.0,0.007920391,0.009937634,0.004941252,0.0069692833,0.00594774,0.007896972,0.0059443763,0.006909532,0.0038884475
122,0.999599,0.8441125,1.0,0.43962252,0.8744234,1.0,0.93087816,1.0,1.0,0.007920391,0.009925833,0.004941252,0.0069692833,0.00594774,0.007896972,0.0059443763,0.006909532,0.0038884475
123,0.999599,0.8441125,1.0,0.43962252,0.8744234,1.0,0.98873127,1.0,1.0,0.007920391,0.009925833,0.004941252,0.0069692833,0.00594774,0.007896972,0.0059409374,0.006909532,0.0038884475
124,0.999599,0.8441125,1.0,0.43962252,0.8744234,1.0,0.98873127,1.0,1.0,0.007920391,0.009925833,0.004941252,0.0069692833,0.00594774,0.007876073,0.0059409374,0.006909532,0.0038884475
125,0.999599,0.8441125,1.0,0.43962252,0.9052984,1.0,0.98873127,1.0,1.0,0.007920391,0.009925833,0.004941252,0.0069692833,0.0059459032,0.007876073,0.0059409374,0.006909532,0.0038884475
126,0.999599,0.8441125,1.0,0.43962252,1.0,1.0,0.98873127,1.0,1.0,0.007920391,0.009925833,0.004941252,0.0069692833,0.0059385602,0.007876073,0.0059409374,0.006909532,0.0038884475
127,0.999599,0.8441125,1.0,0.43962252,1.0,1.0,0.98873127,1.0,1.0,0.007920391,0.009925833,0.004941252,0.0069692833,0.0059385602,0.007876073,0.0059409374,0.006909532,0.0038884475
128,0.999599,0.9628625,1.0,0.43962252,1.0,1.0,0.98873127,1.0,1.0,0.007920391,0.009914046,0.004941252,0.0069692833,0.0059385602,0.007876073,0.0059409374,0.006909532,0.0038884475
