Time Step,Coverage_Gauteng,Coverage_KwaZulu-Natal,Coverage_Western Cape,Coverage_Eastern Cape,Coverage_Limpopo,Coverage_Mpumalanga,Coverage_North West,Coverage_Free State,Coverage_Northern Cape,Incidence_Gauteng,Incidence_KwaZulu-Natal,Incidence_Western Cape,Incidence_Eastern Cape,Incidence_Limpopo,Incidence_Mpumalanga,Incidence_North West,Incidence_Free State,Incidence_Northern Cape
19,0.23164167,0.25505418,0.456,0.114,0.124687485,0.20764287,0.31666666,0.29070002,0.4655,0.00798148,0.0099845,0.0049772263,0.00699202,0.00599252,0.007983388,0.005981014,0.0069796513,0.0039813803
20,0.23164167,0.25505418,0.456,0.114,0.124687485,0.20764287,0.31666666,0.29070002,0.4655,0.00798148,0.0099845,0.0049772263,0.00699202,0.00599252,0.007983388,0.005981014,0.0069796513,0.0039813803
21,0.23164167,0.25505418,0.456,0.114,0.124687485,0.20764287,0.31666666,0.29070002,0.4655,0.00798148,0.0099845,0.0049772263,0.00699202,0.00599252,0.007983388,0.005981014,0.0069796513,0.0039813803
22,0.24261416,0.25505418,0.456,0.114,0.124687485,0.20764287,0.31666666,0.29070002,0.4655,0.007980605,0.0099845,0.0049772263,0.00699202,0.00599252,0.007983388,0.005981014,0.0069796513,0.0039813803
23,0.24261416,0.25505418,0.456,0.114,0.124687485,0.20764287,0.31666666,0.36643502,0.4655,0.007980605,0.0099845,0.0049772263,0.00699202,0.00599252,0.007983388,0.005981014,0.0069743656,0.0039813803
24,0.24261416,0.25505418,0.456,0.19,0.124687485,0.20764287,0.31666666,0.36643502,0.4655,0.007980605,0.0099845,0.0049772263,0.006986706,0.00599252,0.007983388,0.005981014,0.0069743656,0.0039813803
25,0.24261416,0.25505418,0.456,0.19,0.124687485,0.20764287,0.31666666,0.36643502,0.4655,0.007980605,0.0099845,0.0049772263,0.006986706,0.00599252,0.007983388,0.005981014,0.0069743656,0.0039813803
26,0.24261416,0.25505418,0.456,0.19,0.124687485,0.20764287,0.31666666,0.36643502,0.931,0.007980605,0.0099845,0.0049772263,0.006986706,0.00599252,0.007983388,0.005981014,0.0069743656,0.003962847
27,0.24261416,0.25505418,0.54044443,0.19,0.124687485,0.20764287,0.31666666,0.36643502,0.931,0.007980605,0.0099845,0.004973023,0.006986706,0.00599252,0.007983388,0.005981014,0.0069743656,0.003962847
28,0.24261416,0.25505418,0.54044443,0.19,0.124687485,0.20764287,0.31666666,0.36643502,0.931,0.007980605,0.0099845,0.004973023,0.006986706,0.00599252,0.007983388,0.005981014,0.0069743656,0.003962847
29,0.26455915,0.25505418,0.54044443,0.19,0.124687485,0.20764287,0.31666666,0.36643502,0.931,0.007978853,0.0099845,0.004973023,0.006986706,0.00599252,0.007983388,0.005981014,0.0069743656,0.003962847
30,0.26455915,0.25505418,0.54044443,0.1999,0.124687485,0.20764287,0.31666666,0.36643502,0.931,0.007978853,0.0099845,0.004973023,0.0069860145,0.00599252,0.007983388,0.005981014,0.0069743656,0.003962847
31,0.26455915,0.25505418,0.54044443,0.1999,0.124687485,0.20764287,0.31666666,0.36643502,0.931,0.007978853,0.0099845,0.004973023,0.0069860145,0.00599252,0.007983388,0.005981014,0.0069743656,0.003962847
